Latitude,Longitude,class
40.679231,-73.991781,1
40.610665,-74.000583,1
40.712336,-73.944655,1
40.688904,-73.992244,0
40.691515,-73.985428,1
40.703069,-73.986249,1
40.686275,-73.989279,0
40.710829,-73.951111,1
40.711224,-73.961146,1
40.643604,-74.001549,1
40.66074,-73.953632,1
40.703807,-73.990578,1
40.684025,-73.959986,1
40.674054,-73.97071,0
40.703807,-73.990578,1
40.68609,-73.992961,0
40.616971,-74.01266,0
40.667646,-73.987593,1
40.624162,-73.959274,1
40.679231,-73.991781,1
40.70189,-73.99553,1
40.703082,-73.990689,1
40.703069,-73.986249,1
40.682498,-73.991967,0
40.68091,-73.968406,0
40.682027,-73.994885,1
40.679231,-73.991781,1
40.680375,-73.976197,1
40.653521,-73.979068,1
40.71317,-73.94942,1
40.677099,-74.014004,1
40.719652,-73.963755,1
40.683682,-73.962847,1
40.695158,-73.992937,0
40.682007,-73.948185,1
40.703082,-73.990689,1
40.672146,-73.988974,1
40.678949,-73.994285,0
40.703856,-73.986582,1
40.717438,-73.949623,1
40.701712,-73.988607,1
40.68267,-73.97913,1
40.677474,-74.011684,1
40.679231,-73.991781,1
40.670571,-73.976963,0
40.632004,-73.959465,1
40.711088,-73.949835,1
40.682347,-73.951772,1
40.705173,-73.943162,1
40.683971,-73.959011,1
40.691515,-73.985428,1
40.703856,-73.986582,1
40.691515,-73.985428,1
40.617128,-73.985196,1
40.703856,-73.986582,1
40.709957,-73.968491,1
40.709957,-73.968491,1
40.63038,-74.00823,1
40.70504,-73.98732,1
40.709957,-73.968491,1
40.679231,-73.991781,0
40.691515,-73.985428,1
40.703856,-73.986582,1
40.691515,-73.985428,1
40.678186,-73.966934,1
40.70504,-73.98732,1
40.723401,-73.949565,1
40.617043,-74.024911,1
40.601178,-74.001114,1
40.725928,-73.947063,1
40.691515,-73.985428,1
40.685129,-73.982197,0
40.71186,-73.96462,1
40.660796,-73.989493,1
40.599255,-73.962278,1
40.687319,-73.965667,1
40.681497,-73.957479,1
40.688734,-73.978412,0
40.703856,-73.986582,1
40.688734,-73.978412,0
40.709957,-73.968491,1
40.709957,-73.968491,1
40.709957,-73.968491,1
40.631752,-74.02894,1
40.687183,-74.000664,0
40.70504,-73.98732,1
40.688904,-73.992244,0
40.70189,-73.99553,1
40.674153,-73.952854,1
40.691515,-73.985428,1
40.703856,-73.986582,1
40.679231,-73.991781,0
40.709957,-73.968491,1
40.711988,-73.964778,1
40.709957,-73.968491,1
40.709957,-73.968491,1
40.709957,-73.968491,1
40.709957,-73.968491,1
40.70504,-73.98732,1
40.711255,-73.965236,1
40.687452,-73.992259,0
40.676268,-73.982202,1
40.684817,-73.987621,0
40.678255,-73.981048,1
40.685775,-73.982835,0
40.667812,-73.982981,0
40.693254,-73.999539,0
40.709957,-73.968491,1
40.67696,-73.937354,1
40.626265,-73.940695,1
40.631062,-74.029398,1
40.697186,-73.914162,1
40.679824,-73.970227,0
40.667812,-73.982981,0
40.733891,-73.951126,1
40.701578,-73.955145,1
40.687835,-73.910778,1
40.695597,-73.995818,0
40.71705,-73.963913,1
40.685673,-73.982919,0
40.679478,-73.973021,0
40.605399,-74.002202,1
40.692507,-73.941357,1
40.70192,-73.98964,0
40.691515,-73.985428,1
40.718106,-73.962576,0
40.679231,-73.991781,0
40.685129,-73.982197,0
40.703856,-73.986582,1
40.688904,-73.992244,0
40.70504,-73.98732,1
40.709957,-73.968491,1
40.691515,-73.985428,1
40.703856,-73.986582,1
40.70504,-73.98732,1
40.709957,-73.968491,1
40.678186,-73.966934,1
40.680733,-73.978546,1
40.659637,-73.958503,1
40.703856,-73.986582,1
40.728305,-73.947435,1
40.617853,-74.018597,0
40.678186,-73.966934,1
40.685129,-73.982197,0
40.685129,-73.982197,0
40.691123,-73.989799,0
40.67605,-73.97271,0
40.72621,-73.94337,1
40.624686,-74.024574,1
40.703123,-73.98582,1
40.703856,-73.986582,1
40.645047,-73.968919,1
40.703856,-73.986582,1
40.70504,-73.98732,1
40.684765,-74.002806,1
40.693254,-73.999539,0
40.703856,-73.986582,1
40.68424,-73.961999,0
40.677227,-74.001293,0
40.603013,-73.961327,0
40.64279,-73.968529,1
40.703856,-73.986582,1
40.685129,-73.982197,0
40.688565,-73.949894,1
40.663952,-73.986519,1
40.68848,-74.0006,0
40.678871,-73.970056,0
40.652407,-74.006137,1
40.658877,-73.957385,1
40.663676,-73.991447,1
40.716561,-73.946421,1
40.670606,-73.987447,0
40.656899,-73.953718,1
40.697556,-73.996941,0
40.6856,-73.96156,1
40.6819,-73.964867,1
40.692572,-73.967695,1
40.685129,-73.982197,0
40.685129,-73.982197,0
40.691515,-73.985428,1
40.685129,-73.982197,0
40.703856,-73.986582,1
40.703856,-73.986582,1
40.679231,-73.991781,0
40.703856,-73.986582,1
40.709957,-73.968491,1
40.679231,-73.991781,0
40.694504,-73.998482,0
40.642671,-73.975789,1
40.699143,-73.955596,1
40.703856,-73.986582,1
40.683971,-73.959011,0
40.718106,-73.962576,0
40.703856,-73.986582,1
40.68076,-73.967786,1
40.679231,-73.991781,0
40.703856,-73.986582,1
40.703824,-73.985838,1
40.679231,-73.991781,0
40.711105,-73.960833,1
40.714932,-73.96487,1
40.66992,-73.992273,0
40.682203,-73.933265,1
40.683569,-73.947673,1
40.658871,-73.958859,1
40.678721,-73.999879,0
40.602146,-73.996559,1
40.697099,-73.970642,1
40.697125,-73.970648,1
40.703856,-73.986582,1
40.697099,-73.970642,1
40.697125,-73.970648,1
40.697099,-73.970642,1
40.697082,-73.971627,1
40.703856,-73.986582,1
40.7166,-73.95324,1
40.703807,-73.990578,1
40.703856,-73.986582,1
40.678186,-73.966934,1
40.68076,-73.967786,1
40.581319,-73.96286,1
40.720811,-73.960884,1
40.693254,-73.999539,0
40.679231,-73.991781,0
40.703856,-73.986582,1
40.687378,-73.931976,1
40.679231,-73.991781,0
40.701771,-73.986751,1
40.714451,-73.958328,1
40.638912,-73.968598,1
40.703856,-73.986582,1
40.679231,-73.991781,0
40.680756,-73.933055,1
40.697108,-73.971632,1
40.697125,-73.970648,1
40.661309,-73.955318,1
40.697099,-73.970642,1
40.694851,-73.972178,1
40.697099,-73.970642,1
40.680756,-73.933055,1
40.693254,-73.999539,0
40.68091,-73.968406,0
40.679231,-73.991781,0
40.703114,-73.98467,1
40.685129,-73.982197,0
40.703856,-73.986582,1
40.679231,-73.991781,0
40.697082,-73.971627,1
40.679231,-73.991781,0
40.713077,-73.959497,1
40.697099,-73.970642,1
40.703856,-73.986582,1
40.703856,-73.986582,1
40.703856,-73.986582,1
40.703856,-73.986582,1
40.64366,-74.01944,1
40.70192,-73.98964,0
40.713077,-73.959497,0
40.679824,-73.970227,0
40.689926,-73.935875,1
40.692069,-73.914556,1
40.677955,-73.957214,1
40.722633,-73.94371,1
40.61713,-74.01112,1
40.692069,-73.914556,1
40.615303,-73.974175,1
40.685129,-73.982197,0
40.685129,-73.982197,0
40.696804,-73.984222,0
40.676576,-73.938719,1
40.693806,-73.998707,0
40.651051,-73.957146,1
40.686215,-73.959493,1
40.680304,-73.964606,1
40.683039,-73.981003,1
40.689187,-73.994884,0
40.697082,-73.971627,1
40.718661,-73.957976,1
40.68559,-73.942848,1
40.697099,-73.970642,1
40.672047,-73.988769,1
40.672951,-73.971098,0
40.685129,-73.982197,0
40.663422,-73.952362,1
40.681459,-73.933345,1
40.615647,-73.976089,1
40.672519,-73.964179,1
40.634106,-73.959862,1
40.697082,-73.971627,1
40.697099,-73.970642,1
40.666177,-73.990609,1
40.697251,-73.977427,1
40.693806,-73.998707,0
40.685129,-73.982197,0
40.714451,-73.958328,1
40.68091,-73.968406,0
40.681129,-73.97244,0
40.697099,-73.970642,1
40.697082,-73.971627,1
40.697099,-73.970642,1
40.703856,-73.986582,1
40.697082,-73.971627,1
40.697082,-73.971627,1
40.703856,-73.986582,1
40.693574,-73.983568,1
40.697099,-73.970642,1
40.703856,-73.986582,1
40.691515,-73.985428,1
40.678186,-73.966934,1
40.672519,-73.964179,1
40.703856,-73.986582,1
40.640297,-73.970097,1
40.68766,-73.99487,0
40.68091,-73.968406,0
40.692441,-73.924605,1
40.657491,-73.977818,0
40.667812,-73.982981,0
40.657491,-73.977818,0
40.678473,-73.919866,1
40.689654,-73.953159,1
40.640146,-74.017295,1
40.691442,-73.905372,1
40.63999,-74.01753,1
40.602063,-73.974316,1
40.691456,-73.943989,1
40.618199,-74.036167,1
40.720429,-73.96333,1
40.680638,-73.934621,1
40.628146,-74.033924,0
40.714451,-73.958328,1
40.69312,-73.997852,0
40.63419,-74.00792,0
40.687784,-73.943348,1
40.625827,-74.010457,1
40.680752,-73.945863,1
40.684884,-73.942775,1
40.709957,-73.968491,1
40.685129,-73.982197,0
40.687199,-73.907562,1
40.7166,-73.95324,0
40.685129,-73.982197,0
40.68076,-73.967786,1
40.68107,-73.959749,0
40.693254,-73.999539,0
40.682952,-73.959263,1
40.659922,-73.954025,1
40.589598,-73.985127,1
40.678186,-73.966934,1
40.685129,-73.982197,0
40.703856,-73.986582,1
40.71471,-73.954221,1
40.691515,-73.985428,1
40.685129,-73.982197,0
40.61227,-73.95961,1
40.718842,-73.951536,1
40.674591,-73.973683,0
40.697289,-73.967695,0
40.608502,-73.997807,1
40.661089,-73.946606,1
40.670661,-73.949012,1
40.681786,-73.941856,1
40.675632,-73.95927,0
40.675598,-73.968207,0
40.674395,-73.951421,1
40.671679,-73.94463,1
40.673157,-73.971466,0
40.689626,-73.930423,1
40.686239,-73.937177,1
40.67939,-73.97356,0
40.652289,-73.976004,1
40.703163,-73.92266,1
40.691254,-73.937431,1
40.703856,-73.986582,1
40.603646,-74.007619,1
40.603646,-74.007619,1
40.668003,-73.976303,0
40.683234,-73.993933,1
40.597516,-73.977676,1
40.663593,-73.977712,0
40.677426,-73.963128,1
40.703123,-73.98582,1
40.657086,-73.978887,0
40.64861,-74.000968,1
40.675577,-74.015926,1
40.672519,-73.964179,1
40.667812,-73.982981,0
40.661817,-73.950621,1
40.691456,-73.943989,1
40.669908,-73.972419,0
40.703856,-73.986582,1
40.686887,-73.959586,0
40.685102,-73.977871,1
40.660074,-73.992858,1
40.683006,-73.990227,0
40.681755,-74.00057,0
40.713127,-73.964935,1
40.683234,-73.993933,0
40.719078,-73.94381,1
40.6605,-73.989456,1
40.673025,-73.926666,1
40.693254,-73.999539,0
40.702837,-73.990696,1
40.577009,-73.957597,1
40.679231,-73.991781,0
40.692572,-73.967695,0
40.658015,-73.989695,1
40.614447,-74.035651,1
40.685819,-73.934343,1
40.667822,-73.983007,0
40.679231,-73.991781,0
40.682279,-73.964642,0
40.679231,-73.991781,0
40.70995,-73.96331,0
40.709957,-73.968491,1
40.685618,-73.936404,1
40.68091,-73.968406,0
40.676148,-73.951174,1
40.698634,-73.992427,0
40.617691,-73.98185,0
40.727116,-73.954694,0
40.659001,-73.957216,0
40.637337,-74.033731,1
40.709957,-73.968491,1
40.727116,-73.954694,0
40.666764,-73.986604,0
40.625233,-73.981978,1
40.69444,-73.971097,1
40.631919,-74.026954,1
40.604331,-73.959354,1
40.575092,-73.951836,0
40.70192,-73.98964,0
40.673192,-73.967053,0
40.685129,-73.982197,0
40.688557,-73.977664,0
40.693329,-73.9496,1
40.684898,-73.942392,1
40.712443,-73.947445,1
40.63377,-73.961693,1
40.61205,-73.995347,1
40.679231,-73.991781,0
40.709957,-73.968491,0
40.687972,-73.928685,1
40.678186,-73.966934,1
40.703856,-73.986582,1
40.713077,-73.959497,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.70192,-73.98964,0
40.688782,-73.987508,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.679271,-73.967545,0
40.682785,-73.956459,1
40.637341,-74.016151,0
40.620275,-74.036736,1
40.684638,-73.957737,1
40.703856,-73.986582,1
40.70192,-73.98964,0
40.690706,-73.944,1
40.660558,-73.955301,1
40.632345,-73.963193,1
40.671986,-73.974014,0
40.71651,-73.95171,1
40.615303,-73.974175,1
40.696427,-73.995283,0
40.674833,-73.953582,1
40.676513,-73.997537,0
40.662157,-73.987232,0
40.683397,-73.997551,0
40.694438,-73.94035,1
40.685036,-73.92161,1
40.673716,-73.98347,0
40.615486,-73.989799,1
40.688782,-73.987508,0
40.618517,-74.011008,0
40.713077,-73.959497,0
40.709957,-73.968491,0
40.70192,-73.98964,0
40.687957,-73.991526,1
40.687029,-73.958456,0
40.642199,-73.970418,1
40.685102,-73.977871,1
40.709957,-73.968491,0
40.672476,-73.94891,1
40.668555,-73.99197,1
40.644608,-74.004478,1
40.709957,-73.968491,0
40.697099,-73.970642,1
40.662315,-73.99051,1
40.689298,-73.993705,0
40.6446,-74.00448,1
40.697125,-73.970648,1
40.672519,-73.964179,1
40.689127,-73.915388,1
40.686642,-73.95355,1
40.682732,-73.922089,1
40.709957,-73.968491,0
40.638054,-74.014893,1
40.685129,-73.982197,0
40.709957,-73.968491,0
40.71317,-73.959999,0
40.627364,-74.032385,0
40.709957,-73.968491,0
40.644158,-74.005753,0
40.659128,-73.955286,0
40.681119,-74.001788,1
40.686864,-73.957891,0
40.676122,-74.000094,0
40.67368,-73.98291,0
40.675489,-73.956248,1
40.666938,-73.946573,1
40.574301,-74.00688,1
40.679231,-73.991781,0
40.689333,-73.974364,0
40.578281,-73.951252,1
40.68122,-74.00169,0
40.680009,-73.954828,1
40.689333,-73.974364,0
40.645677,-74.011222,1
40.680378,-73.94117,1
40.686202,-73.931034,1
40.659558,-73.953409,1
40.63473,-73.947998,1
40.616484,-73.931412,1
40.68448,-73.92179,1
40.70192,-73.98964,0
40.59037,-73.976463,1
40.670024,-73.908357,1
40.654727,-73.9809,0
40.685963,-73.931236,1
40.642207,-73.97531,1
40.686325,-73.942949,1
40.685811,-73.921648,1
40.588272,-73.967882,1
40.630405,-74.020777,1
40.630907,-74.035532,0
40.618281,-74.038026,1
40.615303,-73.974175,1
40.626732,-74.03006,1
40.626732,-74.03006,1
40.633472,-73.96437,1
40.635164,-73.957261,1
40.690363,-73.930528,1
40.72043,-73.955923,0
40.686073,-73.919106,1
40.666789,-73.986583,0
40.71506,-73.961472,1
40.686347,-73.94302,1
40.691515,-73.985428,1
40.688647,-73.914725,1
40.685129,-73.982197,0
40.67718,-73.940755,1
40.701771,-73.986751,1
40.714112,-73.962239,0
40.71905,-73.94868,1
40.709957,-73.968491,0
40.709957,-73.968491,0
40.599156,-73.999135,0
40.709957,-73.968491,0
40.701712,-73.988607,1
40.613358,-73.908123,1
40.67435,-73.967293,0
40.709957,-73.968491,0
40.634739,-74.035342,0
40.615305,-73.990739,1
40.660019,-73.944229,1
40.709957,-73.968491,0
40.687933,-73.998485,0
40.667812,-73.982981,0
40.709957,-73.968491,0
40.621003,-74.033436,1
40.709957,-73.968491,0
40.667812,-73.982981,0
40.693254,-73.999539,0
40.675821,-74.010692,1
40.713077,-73.959497,0
40.601358,-73.981345,1
40.701712,-73.988607,1
40.685129,-73.982197,0
40.634691,-73.953194,1
40.709957,-73.968491,0
40.709957,-73.968491,0
40.674367,-73.988971,1
40.709957,-73.968491,0
40.688603,-73.906542,1
40.71198,-73.96503,1
40.701712,-73.988607,1
40.709957,-73.968491,0
40.587578,-73.944984,0
40.709957,-73.968491,0
40.687172,-73.96173,0
40.596441,-73.967543,0
40.677933,-73.955359,1
40.709957,-73.968491,0
40.615761,-73.972183,1
40.687168,-73.961762,0
40.709957,-73.968491,0
40.703856,-73.986582,1
40.613875,-74.035201,1
40.692383,-73.985243,1
40.709957,-73.968491,0
40.66992,-73.992273,0
40.724364,-73.952172,1
40.690487,-73.945038,1
40.590737,-73.961676,0
40.650388,-73.980859,1
40.641611,-73.978029,0
40.618621,-74.010748,1
40.660338,-73.990902,1
40.634739,-74.035342,0
40.583571,-73.955281,1
40.695299,-73.923384,1
40.689426,-73.929036,1
40.63245,-73.95629,1
40.686607,-73.934245,1
40.700201,-73.935438,1
40.615303,-73.974175,1
40.670938,-73.979474,0
40.696741,-73.992333,0
40.696741,-73.992333,0
40.711842,-73.945677,1
40.70921,-73.968506,1
40.688224,-73.978363,0
40.658261,-73.957602,0
40.616415,-73.952142,0
40.666177,-73.990609,0
40.692621,-73.909643,1
40.68091,-73.968406,0
40.711842,-73.945677,1
40.68491,-73.99832,0
40.707998,-73.94417,0
40.654999,-74.000557,1
40.717514,-73.954252,0
40.679121,-73.939843,0
40.687292,-73.928316,0
40.709957,-73.968491,0
40.677692,-73.963712,0
40.689158,-73.937914,1
40.673686,-73.977542,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.67777,-73.98046,0
40.685129,-73.982197,0
40.709957,-73.968491,0
40.6605,-73.989456,1
40.711842,-73.945677,1
40.703807,-73.990578,1
40.645843,-74.004021,0
40.709957,-73.968491,0
40.703856,-73.986582,1
40.709957,-73.968491,0
40.709957,-73.968491,0
40.606499,-73.990763,0
40.709957,-73.968491,0
40.598549,-73.994918,0
40.68928,-73.943602,1
40.709957,-73.968491,0
40.604992,-73.960991,0
40.682868,-73.927559,1
40.598778,-73.947416,1
40.594463,-73.972488,1
40.687161,-73.907903,1
40.709957,-73.968491,0
40.678332,-73.912043,1
40.713077,-73.959497,0
40.690673,-73.967321,0
40.709957,-73.968491,0
40.709203,-73.953493,0
40.695047,-73.995171,0
40.690641,-73.913932,1
40.7273,-73.946065,1
40.684058,-73.936665,1
40.689986,-73.937257,1
40.639359,-73.986732,1
40.637145,-73.954687,1
40.714532,-73.966076,1
40.63902,-74.01953,0
40.63902,-74.01953,0
40.709957,-73.968491,0
40.717514,-73.954252,0
40.688647,-73.914725,1
40.711842,-73.945677,1
40.711842,-73.945677,1
40.683346,-73.936589,0
40.709957,-73.968491,0
40.666764,-73.986604,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.583355,-73.954258,1
40.683768,-73.913103,1
40.709957,-73.968491,0
40.60084,-73.97898,1
40.68851,-73.906635,1
40.621174,-74.023329,1
40.67305,-73.971198,1
40.693126,-73.996841,0
40.688499,-73.936282,0
40.58644,-73.947416,1
40.685138,-73.956485,1
40.709957,-73.968491,0
40.677975,-74.01001,1
40.688545,-73.936181,0
40.716594,-73.949999,0
40.60968,-74.012553,0
40.640962,-74.012543,0
40.69298,-73.950376,1
40.638729,-74.000206,0
40.640962,-74.012543,0
40.612961,-73.979923,0
40.640152,-73.988488,1
40.678434,-73.927974,1
40.702368,-73.993735,0
40.676497,-73.943204,1
40.711988,-73.964778,0
40.688224,-73.978363,0
40.711842,-73.945677,1
40.711842,-73.945677,1
40.70923,-73.96929,1
40.690458,-73.917582,1
40.685811,-73.921648,1
40.709957,-73.968491,0
40.684877,-73.99581,0
40.709957,-73.968491,0
40.695603,-73.914865,1
40.60232,-74.00459,0
40.713077,-73.959497,0
40.620014,-73.952343,0
40.620625,-74.020129,1
40.666764,-73.986604,0
40.605296,-73.967741,0
40.701894,-73.983104,0
40.687172,-73.96173,0
40.699671,-73.993046,0
40.675995,-74.016212,0
40.681755,-74.00057,0
40.680018,-73.963939,0
40.677477,-73.974638,1
40.681755,-74.00057,0
40.65174,-74.009017,1
40.720429,-73.96333,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.662727,-73.989713,0
40.683981,-73.930807,1
40.693254,-73.999539,0
40.691693,-73.916362,1
40.677437,-73.945521,0
40.697099,-73.970642,0
40.6861,-73.958017,0
40.665895,-73.977711,0
40.689382,-73.919863,1
40.67432,-73.968789,0
40.648357,-73.973772,0
40.617439,-73.990021,0
40.686057,-73.982547,0
40.718994,-73.942652,1
40.601616,-73.999802,0
40.615834,-73.984751,0
40.659723,-73.989235,1
40.624147,-74.012176,1
40.717339,-73.943124,0
40.631585,-73.969941,1
40.709957,-73.968491,0
40.707998,-73.94417,0
40.685129,-73.982197,0
40.693254,-73.999539,0
40.697099,-73.970642,0
40.703856,-73.986582,1
40.709957,-73.968491,0
40.709957,-73.968491,0
40.601844,-73.999893,0
40.66287,-73.987105,0
40.60457,-73.94493,1
40.606137,-73.982267,0
