Latitude,Longitude,class
40.672519,-73.964179,1
40.712759,-73.937425,1
40.694777,-73.982993,0
40.699479,-73.918087,1
40.666764,-73.986604,0
40.688224,-73.978363,0
40.721084,-73.962965,1
40.697099,-73.970642,0
40.692181,-73.997308,0
40.661401,-73.953278,0
40.696246,-73.92889,1
40.644183,-73.973965,0
40.687096,-74.000739,0
40.687359,-73.912422,1
40.618481,-74.009743,0
40.67972,-73.949556,0
40.64759,-74.01343,1
40.69258,-73.91353,1
40.670119,-73.937775,1
40.690931,-73.929311,1
40.64759,-74.01343,1
40.691316,-73.915622,1
40.689025,-73.907251,0
40.657639,-73.981689,1
40.692234,-73.944011,1
40.692209,-73.97066,0
40.657262,-73.985104,0
40.70462,-73.91626,1
40.673419,-73.97485,0
40.685865,-73.9342,1
40.588341,-73.987652,0
40.61537,-73.977862,1
40.612403,-73.988234,0
40.62111,-73.98858,0
40.685129,-73.982197,0
40.642794,-74.0232,1
40.709957,-73.968491,0
40.709957,-73.968491,0
40.703856,-73.986582,1
40.654736,-74.000596,0
40.694045,-73.962836,0
40.697099,-73.970642,0
40.709957,-73.968491,0
40.620492,-73.947634,0
40.703114,-73.98467,0
40.660641,-73.991203,1
40.677862,-73.960811,1
40.717572,-73.942848,0
40.66547,-73.976128,0
40.617628,-74.035201,1
40.699671,-73.993046,0
40.709957,-73.968491,0
40.684765,-74.002806,0
40.62304,-74.013632,0
40.709957,-73.968491,0
40.692013,-73.913391,1
40.607628,-74.014629,0
40.703123,-73.98582,1
40.690673,-73.967321,0
40.6989,-73.994099,0
40.68392,-73.957621,0
40.679582,-73.963642,0
40.68392,-73.957621,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.688471,-73.937341,1
40.68076,-73.967786,0
40.676942,-73.965329,0
40.613674,-74.008662,0
40.690278,-73.934975,1
40.683861,-73.918827,1
40.66567,-73.994481,0
40.672519,-73.964179,1
40.659447,-73.988238,0
40.658137,-73.953298,1
40.709957,-73.968491,0
40.689839,-73.908807,1
40.587368,-73.938683,1
40.720429,-73.96333,0
40.684405,-73.990746,0
40.614538,-73.910951,0
40.709957,-73.968491,0
40.597928,-73.973905,0
40.709957,-73.968491,0
40.72034,-73.95774,0
40.611554,-73.905353,0
40.720429,-73.96333,0
40.710277,-73.963845,0
40.63308,-73.956562,0
40.682797,-73.978319,0
40.617253,-74.019158,0
40.588839,-73.971806,0
40.677862,-73.960811,1
40.717559,-73.957259,0
40.689165,-73.966044,0
40.657554,-74.002248,1
40.674393,-73.951392,1
40.644183,-73.973965,0
40.714589,-73.957988,0
40.685102,-73.977871,1
40.709957,-73.968491,0
40.709957,-73.968491,0
40.697099,-73.970642,0
40.684877,-73.99581,0
40.682279,-73.964642,0
40.6189,-74.03519,0
40.709957,-73.968491,0
40.71317,-73.959999,0
40.709957,-73.968491,0
40.644183,-73.973965,0
40.644073,-73.97417,0
40.709957,-73.968491,0
40.680382,-73.97828,0
40.7211,-73.94734,0
40.697125,-73.970648,1
40.686137,-73.925126,0
40.662017,-73.994589,0
40.682279,-73.964642,0
40.682523,-73.999097,0
40.62952,-74.02324,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.714589,-73.957988,0
40.66163,-73.949888,0
40.644183,-73.973965,0
40.697099,-73.970642,0
40.689839,-73.908807,1
40.651737,-73.978013,0
40.608126,-74.008684,0
40.655998,-73.979538,0
40.677367,-73.918235,1
40.586129,-73.959257,1
40.659823,-73.943967,1
40.670119,-73.937775,1
40.688714,-73.928726,1
40.686133,-73.957669,1
40.692234,-73.944011,1
40.676236,-73.923512,1
40.671536,-73.932308,1
40.689544,-73.907966,1
40.65757,-73.950623,1
40.693254,-73.999539,0
40.685669,-73.949108,0
40.634691,-73.953194,0
40.67476,-73.96831,0
40.5973,-73.983423,0
40.665702,-73.989547,0
40.720429,-73.96333,0
40.621038,-73.922129,1
40.687056,-73.983178,0
40.685872,-73.99052,0
40.683032,-73.908531,1
40.711842,-73.945677,1
40.61538,-73.950519,0
40.674628,-73.968931,0
40.669491,-73.952477,0
40.607884,-73.911055,1
40.711842,-73.945677,1
40.7166,-73.95324,0
40.714589,-73.957988,0
40.672552,-73.977562,0
40.699787,-73.924168,1
40.681831,-73.91691,1
40.679903,-73.975069,0
40.68076,-73.967786,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.644073,-73.97417,0
40.709957,-73.968491,0
40.697099,-73.970642,0
40.714451,-73.958328,1
40.7166,-73.95324,0
40.71888,-73.951079,0
40.669352,-73.991859,0
40.709957,-73.968491,0
40.701771,-73.986751,1
40.660213,-73.99022,0
40.71198,-73.96503,0
40.720171,-73.956521,0
40.644183,-73.973965,0
40.660213,-73.99022,0
40.712238,-73.945366,1
40.660213,-73.99022,0
40.697099,-73.970642,0
40.691515,-73.985428,0
40.701771,-73.986751,1
40.68076,-73.967786,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.703856,-73.986582,1
40.709957,-73.968491,0
40.709957,-73.968491,0
40.605246,-73.977224,0
40.692234,-73.944011,1
40.644073,-73.97417,0
40.644183,-73.973965,0
40.68878,-73.93685,1
40.724991,-73.941428,0
40.673822,-73.964123,0
40.689061,-73.942128,0
40.719652,-73.963755,1
40.632465,-74.016928,0
40.697099,-73.970642,0
40.598557,-73.972821,0
40.712018,-73.96488,0
40.702872,-73.926842,0
40.721084,-73.962965,1
40.698525,-73.994203,0
40.709957,-73.968491,0
40.61215,-74.00834,0
40.663422,-73.952362,1
40.697645,-73.987034,1
40.701291,-73.944687,0
40.690583,-73.920021,0
40.68208,-73.87859,1
40.583886,-73.934336,1
40.576591,-73.959002,1
40.579864,-73.960471,1
40.635368,-74.030119,0
40.709957,-73.968491,0
40.584294,-73.951254,1
40.717958,-73.955706,0
40.68076,-73.967786,0
40.697099,-73.970642,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.606954,-73.924486,1
40.663333,-73.98918,0
40.671412,-73.929483,1
40.598297,-73.976173,0
40.697099,-73.970642,0
40.721084,-73.962965,1
40.687168,-73.961762,0
40.61474,-74.02489,1
40.687172,-73.96173,0
40.690007,-73.963059,1
40.675174,-73.971107,0
40.70192,-73.98964,0
40.670831,-73.979178,0
40.693254,-73.999539,0
40.717514,-73.954252,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.61991,-74.01296,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.714822,-73.948883,0
40.697099,-73.970642,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.65777,-74.002539,1
40.697745,-73.988466,0
40.671749,-73.925591,0
40.678054,-73.986796,0
40.619265,-73.921573,1
40.683272,-73.909399,1
40.619265,-73.921573,1
40.673193,-73.912676,1
40.688134,-73.940601,0
40.583886,-73.934336,1
40.604269,-73.981909,0
40.71437,-73.939188,0
40.684416,-73.969143,0
40.68902,-73.958663,0
40.663422,-73.952362,0
40.682142,-73.97845,0
40.682279,-73.964642,0
40.68392,-73.957621,0
40.692492,-73.973701,0
40.68506,-74.00183,0
40.644183,-73.973965,0
40.680539,-74.002839,0
40.62304,-74.013632,0
40.691569,-73.918009,1
40.676927,-73.957816,1
40.57624,-73.99055,1
40.669235,-73.921514,1
40.6979,-73.988453,0
40.717514,-73.954252,0
40.709957,-73.968491,0
40.644183,-73.973965,0
40.689931,-73.989906,0
40.68076,-73.967786,0
40.63996,-73.96777,0
40.709957,-73.968491,0
40.615634,-73.974248,0
40.693574,-73.983568,1
40.709957,-73.968491,0
40.713077,-73.959497,0
40.709957,-73.968491,0
40.6317,-73.97449,1
40.681677,-73.91825,1
40.690712,-73.944206,0
40.717514,-73.954252,0
40.580674,-73.953592,0
40.709957,-73.968491,0
40.639156,-73.965923,0
40.681072,-73.959758,0
40.690673,-73.967321,0
40.709957,-73.968491,0
40.703856,-73.986582,1
40.69842,-73.988426,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.669914,-73.930031,1
40.619265,-73.921573,0
40.668176,-73.982516,0
40.645978,-73.954104,0
40.68932,-73.986663,0
40.713077,-73.959497,0
40.68076,-73.967786,0
40.604191,-74.008202,0
40.71317,-73.959999,0
40.71651,-73.95171,0
40.699787,-73.924168,0
40.709957,-73.968491,0
40.714451,-73.958328,1
40.619265,-73.921573,0
40.619265,-73.921573,0
40.619265,-73.921573,0
40.619265,-73.921573,0
40.674808,-73.980625,0
40.709957,-73.968491,0
40.685133,-73.954355,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.709459,-73.953488,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.713077,-73.959497,0
40.709957,-73.968491,0
40.690056,-73.949695,0
40.63451,-73.95846,0
40.687435,-73.967701,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.691123,-73.989799,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.709957,-73.968491,0
40.613146,-74.032413,0
40.682279,-73.964642,0
40.684416,-73.969143,0
40.610929,-73.929549,1
40.644558,-74.012459,0
40.709957,-73.968491,0
40.685129,-73.982197,0
40.71317,-73.959999,0
40.60661,-73.91057,0
40.676752,-73.960068,0
40.669491,-73.952477,0
40.614868,-73.97852,0
40.695007,-73.929867,0
40.606103,-73.943969,0
40.573718,-74.000477,0
40.599933,-73.956634,0
40.707998,-73.94417,0
40.707998,-73.94417,0
40.578038,-73.958171,1
40.622298,-74.010696,0
40.68076,-73.967786,0
40.681129,-73.97244,0
40.664382,-73.983689,0
40.691123,-73.989799,0
40.662428,-73.949335,1
40.661701,-73.981353,0
40.613848,-73.993632,0
40.611647,-73.985398,0
40.657592,-73.958278,0
40.614937,-74.032475,0
40.71765,-73.96066,0
40.685129,-73.982197,0
40.65342,-73.956104,0
40.694166,-73.933485,1
40.72687,-73.95051,0
40.682462,-73.967695,0
40.602838,-74.012122,0
40.683148,-73.953886,1
40.599286,-74.005522,0
40.613289,-74.031225,0
40.683148,-73.953886,1
40.621038,-73.922129,1
40.675325,-73.90728,1
40.671334,-73.989032,0
40.690056,-73.949695,0
40.652439,-73.97269,0
40.720079,-73.956897,0
40.676942,-73.965329,0
40.714451,-73.958328,1
40.694777,-73.982993,0
40.607085,-73.981496,0
40.618935,-74.010841,0
40.615463,-73.998795,0
40.667018,-73.974831,0
40.681661,-73.86599,1
40.57861,-73.96214,1
40.678929,-73.90986,1
40.604099,-73.951765,0
40.667424,-73.960497,0
40.600254,-73.99795,0
40.633415,-73.94548,0
40.600254,-73.99795,0
40.584146,-73.934044,1
40.62076,-73.9148,1
40.611281,-73.91165,0
40.716492,-73.954933,0
40.669491,-73.952477,0
40.679437,-73.99954,0
40.657264,-73.896962,1
40.688367,-73.990527,0
40.580674,-73.953592,0
40.720429,-73.96333,0
40.695007,-73.929867,0
40.671703,-73.930252,0
40.671086,-73.923597,0
40.60788,-73.949108,0
40.68091,-73.968406,0
40.586745,-73.944623,0
40.716594,-73.949999,0
40.679838,-73.963682,0
40.639531,-74.028055,0
40.601332,-73.976859,0
40.618502,-74.011023,0
40.68842,-73.99995,0
40.716594,-73.949999,0
40.68237,-73.96742,0
40.66765,-73.99309,0
40.718106,-73.962576,0
40.683148,-73.953886,1
40.716594,-73.949999,0
40.712238,-73.945366,1
40.661919,-73.946584,0
40.6734,-73.978723,0
40.713077,-73.959497,0
40.716594,-73.949999,0
40.680231,-73.918066,0
40.600254,-73.99795,0
40.600254,-73.99795,0
40.694946,-73.983277,0
40.676012,-73.983615,0
40.6734,-73.978723,0
40.71317,-73.959999,0
40.582264,-73.958419,0
40.688011,-73.999278,0
40.635889,-73.960517,0
40.662031,-73.943582,0
40.661597,-73.979348,0
40.58487,-73.9325,0
40.682809,-73.926033,0
40.593344,-73.956289,0
40.600254,-73.99795,0
40.716594,-73.949999,0
40.582264,-73.958419,0
40.614538,-73.910951,0
40.573718,-74.000477,0
40.670329,-73.952397,0
40.71651,-73.95171,0
40.677882,-73.927463,0
40.613509,-73.940489,0
40.645101,-73.946023,0
40.698189,-73.994441,0
40.689135,-73.956959,0
40.615845,-73.904894,0
40.676916,-73.965356,0
40.691681,-73.968503,0
40.619206,-74.03998,0
40.697125,-73.970648,1
40.610313,-73.930666,0
40.681553,-73.912817,0
40.599955,-73.977162,0
40.577407,-74.005061,0
40.659031,-73.891739,1
40.664371,-73.983699,0
40.613274,-74.033253,0
40.645977,-73.999646,0
40.625117,-73.908007,0
40.614319,-73.901339,0
40.68328,-74.003542,0
40.601773,-73.948721,0
40.673242,-73.98619,0
40.593475,-73.955403,0
40.664612,-73.993584,0
40.680347,-73.956327,0
40.68802,-73.95895,0
40.717095,-73.955072,0
40.685242,-73.982503,0
40.643949,-73.945946,1
40.686606,-73.999969,0
40.68802,-73.95895,0
40.674595,-73.983461,0
40.63451,-73.95846,0
40.64886,-73.94373,0
40.679217,-73.927709,1
40.672328,-73.946838,0
40.673875,-73.964379,0
40.641862,-73.902986,1
40.701771,-73.986751,0
40.6771,-73.98077,0
40.67677,-74.01248,0
40.620387,-73.908046,1
40.634662,-73.953188,0
40.694528,-73.996137,0
40.60886,-73.930336,0
40.696318,-73.997163,0
40.697099,-73.970642,0
40.680347,-73.956327,0
40.582264,-73.958419,0
40.728328,-73.948425,0
40.68076,-73.967786,0
40.713077,-73.959497,0
40.649354,-73.897948,0
40.591352,-73.988051,0
40.605289,-74.007059,0
40.662118,-73.982151,0
40.697099,-73.970642,0
40.619694,-74.038474,0
40.672519,-73.964179,0
40.697125,-73.970648,1
40.641059,-73.927305,0
40.697099,-73.970642,0
40.660379,-73.923377,0
40.713077,-73.959497,0
40.606936,-73.914009,0
40.68506,-74.00183,0
40.630011,-73.889137,0
40.68802,-73.95895,0
40.602863,-73.952087,0
40.632973,-73.894936,0
40.707998,-73.94417,0
40.697099,-73.970642,0
40.71317,-73.959999,0
40.680347,-73.956327,0
40.680347,-73.956327,0
40.693202,-73.967829,0
40.662017,-73.994589,0
40.713077,-73.959497,0
40.697099,-73.970642,0
40.639654,-73.900292,0
40.64107,-73.962488,0
40.65342,-73.956104,0
40.639947,-73.973731,0
40.632498,-73.902399,1
40.615188,-74.037648,0
40.716594,-73.949999,0
40.64716,-73.96328,0
40.693275,-73.941464,1
40.621038,-73.922129,1
40.639156,-73.965923,0
40.645618,-73.927799,0
40.634662,-73.953188,0
40.667981,-73.906423,0
40.673309,-73.973088,0
40.694195,-73.976223,1
40.693202,-73.967829,0
40.621029,-73.922129,1
40.688134,-73.940601,0
40.688134,-73.940601,0
40.62589,-73.94539,0
40.633645,-73.913734,0
40.582264,-73.958419,0
40.697099,-73.970642,0
40.68927,-73.93362,0
40.665529,-73.953218,0
40.677734,-73.924034,0
40.644326,-73.973996,0
40.692046,-73.964189,0
40.68237,-73.96742,0
40.68932,-73.986663,0
40.692724,-73.95479,0
40.582264,-73.958419,0
40.612605,-74.034696,0
40.583355,-73.954258,1
40.638486,-73.930943,0
40.593058,-73.935638,0
40.633119,-73.91441,1
40.65515,-73.95835,0
40.639101,-73.973008,0
40.692168,-73.903044,0
40.671487,-73.951925,1
40.697099,-73.970642,0
40.673693,-73.971486,0
40.61948,-74.0205,0
40.71317,-73.959999,0
40.692168,-73.903044,0
40.692168,-73.903044,0
40.655019,-73.958402,0
40.694748,-73.996916,0
40.707998,-73.94417,0
40.707998,-73.94417,0
40.628094,-73.945118,0
40.582264,-73.958419,0
40.714589,-73.957988,0
40.69085,-73.957324,0
40.698189,-73.994441,0
40.582264,-73.958419,0
40.692049,-73.978901,0
40.659444,-73.913004,0
40.661987,-73.981878,0
40.714451,-73.958328,0
40.628028,-73.94611,0
40.672753,-73.92109,0
40.573718,-74.000477,0
40.63345,-73.89669,0
40.636163,-73.949453,0
40.653479,-74.002852,0
40.667574,-73.868036,0
40.672842,-73.975478,0
40.609894,-73.98294,0
40.643425,-73.928455,0
40.687435,-73.967701,0
40.687645,-73.967715,0
40.698074,-73.93539,0
40.692507,-73.941357,0
40.675598,-73.968207,0
40.624052,-74.029997,0
40.597706,-73.988998,0
40.710986,-73.958386,0
40.622029,-74.007342,0
40.65802,-73.99046,0
40.58485,-73.98449,0
40.657132,-73.907543,1
40.586225,-73.987367,1
40.67647,-73.95537,0
40.652531,-73.974993,0
40.698525,-73.994203,0
40.61758,-73.99783,0
40.707998,-73.94417,0
40.575863,-73.968331,0
40.637173,-73.950011,0
40.677211,-73.904952,0
40.623804,-73.938613,0
40.697,-73.995043,0
40.687183,-74.000664,0
40.695934,-73.993722,0
40.65342,-73.956104,0
40.61662,-74.02339,0
40.590686,-73.990973,0
40.63687,-73.960489,0
40.682197,-73.882335,0
40.65342,-73.956104,0
40.65342,-73.956104,0
40.716594,-73.949999,0
40.639296,-73.913891,0
40.612136,-73.953841,0
40.696741,-73.992333,0
40.71317,-73.959999,0
40.582264,-73.958419,0
40.698074,-73.93539,0
40.617182,-74.038793,0
40.698384,-73.993806,0
40.636831,-73.946129,0
40.716594,-73.949999,0
40.674287,-73.9656,0
40.65342,-73.956104,0
40.65342,-73.956104,0
40.694349,-73.995499,0
40.692538,-73.968701,0
40.577211,-73.953943,0
40.61172,-74.0332,0
40.714451,-73.958328,0
40.638814,-73.97063,0
40.65342,-73.956104,0
40.727542,-73.944344,0
40.620396,-73.924096,0
40.716035,-73.939087,0
40.68076,-73.967786,0
40.687645,-73.967715,0
40.641102,-73.92727,0
40.602047,-73.9364,1
40.672352,-73.974812,0
40.612054,-74.035617,0
40.65342,-73.956104,0
40.629122,-73.934789,0
40.604498,-74.005566,0
40.616679,-73.916968,1
40.575335,-74.001807,1
40.573718,-74.000477,0
40.66068,-73.92206,0
40.64418,-74.01229,0
40.677135,-73.93998,0
40.675454,-73.909307,0
40.677135,-73.93998,0
40.687145,-73.967609,0
40.65342,-73.956104,0
40.651576,-73.924563,0
40.626992,-73.930646,0
40.693275,-73.941464,1
40.681284,-73.914418,0
40.697745,-73.988466,0
40.675207,-73.97108,0
40.577378,-74.005056,0
40.697645,-73.987034,1
40.651312,-73.957423,0
40.613824,-73.981423,0
40.681569,-73.953568,1
40.644723,-73.999151,0
40.640355,-73.939767,0
40.59084,-73.98697,1
40.645688,-73.922922,0
40.610788,-73.927539,0
40.639251,-73.913697,0
40.692961,-73.968753,0
40.582264,-73.958419,0
40.6054,-73.929832,0
40.647367,-74.000759,0
40.687333,-73.967649,0
40.58016,-74.00503,0
40.640202,-74.002158,0
40.687145,-73.967609,0
40.615188,-74.037648,0
40.670502,-73.891652,0
40.64107,-73.962488,0
40.685876,-73.960324,0
40.668549,-73.884581,0
40.64107,-73.962488,0
40.671861,-73.983068,0
40.635632,-73.888915,0
40.640552,-73.973851,0
40.641016,-73.962482,0
40.697811,-73.995587,0
40.671513,-73.875401,0
40.652469,-73.965709,0
40.608705,-73.980804,0
40.653318,-73.926661,0
40.688237,-73.967837,0
40.692262,-73.965685,0
40.63211,-73.94203,1
40.573718,-74.000477,0
40.635612,-73.972331,0
40.69045,-73.94417,1
40.65342,-73.956104,0
40.62373,-73.98751,0
40.647083,-74.000022,0
40.634303,-74.036743,0
40.617869,-73.930664,0
40.645527,-73.89048,0
40.672324,-73.973725,0
40.632276,-73.896718,0
40.631416,-73.934004,0
40.604114,-73.986525,0
40.703525,-73.919955,0
40.645026,-73.944117,0
40.679748,-73.908246,0
40.640759,-73.932151,0
40.707298,-73.948985,0
40.67285,-73.88118,0
40.67458,-73.91795,1
40.683148,-73.953886,1
40.627,-73.93518,0
40.618818,-73.916619,0
40.640104,-73.910128,0
40.719784,-73.940698,0
40.678192,-73.866883,0
40.633515,-73.894623,0
40.687333,-73.967649,0
40.665667,-73.887824,1
40.654593,-73.948388,0
40.682279,-73.964642,0
40.619743,-73.918449,0
40.683148,-73.953886,1
40.624013,-74.029967,0
40.694093,-73.994584,0
40.648678,-73.954452,0
40.642803,-73.932686,0
40.656631,-73.897714,0
40.624118,-73.908832,0
40.657002,-73.897697,0
40.637052,-73.971499,0
40.661597,-73.979348,0
40.639932,-73.96607,0
40.65423,-73.981596,0
40.637052,-73.971499,0
40.675256,-73.973323,0
40.692046,-73.964189,0
40.65206,-73.934881,0
40.691681,-73.968503,0
40.65342,-73.956104,0
40.65342,-73.956104,0
40.691471,-73.990944,0
40.623078,-73.906561,0
40.63926,-73.89618,0
40.673256,-73.947466,0
40.661597,-73.979348,0
40.672191,-73.963101,0
40.652866,-73.929471,0
40.628003,-73.95674,0
40.652589,-73.961502,0
40.609928,-73.923752,0
40.607415,-73.958954,0
40.641068,-73.909821,0
40.631801,-73.945465,0
40.612421,-73.956042,0
40.616451,-73.92191,0
40.676988,-73.97013,0
40.644578,-73.982055,0
40.595501,-73.982981,0
40.586569,-73.920907,1
40.693275,-73.941464,1
40.693275,-73.941464,1
40.671147,-73.972849,0
40.620708,-73.919632,0
40.612385,-74.034521,0
40.673054,-73.926663,1
40.687613,-73.998689,0
40.675176,-73.991815,0
40.691471,-73.990944,0
40.694281,-73.997566,0
40.68425,-73.964016,0
40.692046,-73.964189,0
40.661354,-73.979562,0
40.661354,-73.979562,0
40.691693,-73.916362,0
40.651312,-73.963613,0
40.639654,-73.900292,0
40.642946,-73.977208,0
40.65342,-73.956104,0
40.622974,-73.918623,0
40.64083,-73.88886,0
40.644506,-73.89129,0
40.633625,-73.937183,0
40.618992,-73.927792,0
40.691693,-73.916362,0
40.658714,-73.894429,0
40.639966,-73.972031,0
40.62287,-73.919548,0
40.585218,-73.936125,0
40.636068,-73.959537,0
40.59526,-73.99559,0
40.643584,-73.943482,0
40.634499,-73.96653,0
40.673419,-73.97485,0
40.692168,-73.903044,0
40.635491,-73.960186,0
40.617182,-74.038793,0
40.694093,-73.994584,0
40.636068,-73.959537,0
40.648537,-73.979349,0
40.68225,-73.91793,0
40.648399,-73.979319,0
40.589955,-73.922786,1
40.691693,-73.916362,0
40.63718,-74.027305,0
40.644512,-74.004783,0
40.655147,-73.884956,0
40.632345,-73.896435,0
40.694093,-73.994584,0
40.632345,-73.896435,0
40.619057,-73.925412,0
40.64107,-73.962488,0
40.688237,-73.967837,0
40.629931,-73.942639,0
40.620114,-73.969978,0
40.692168,-73.903044,0
40.639668,-74.035617,0
40.692168,-73.903044,0
40.642658,-73.974267,0
40.666831,-73.915968,0
40.692168,-73.903044,0
40.693275,-73.941464,1
40.630185,-73.942541,0
40.691693,-73.916362,0
40.589,-73.95722,0
40.676977,-73.970226,0
40.657812,-73.927153,0
40.676977,-73.970226,0
40.698189,-73.994441,0
40.641452,-73.892979,0
40.620465,-73.922226,0
40.692168,-73.903044,0
40.692168,-73.903044,0
40.59526,-73.99559,0
40.626859,-74.023719,0
40.654904,-73.958411,0
40.633447,-73.952842,0
40.641104,-73.963448,0
40.633546,-73.952011,0
40.584146,-73.934044,0
40.691809,-73.968528,0
40.693275,-73.941464,1
40.632643,-73.895969,0
40.685544,-74.002434,0
40.691693,-73.916362,0
40.607415,-73.958954,0
40.663422,-73.952362,0
40.584146,-73.934044,0
40.694093,-73.994584,0
40.638814,-73.97063,0
40.67028,-73.868965,0
40.672841,-73.963163,0
40.584363,-73.93153,0
40.658727,-73.897331,0
40.586412,-73.921261,0
40.694305,-73.995339,0
40.656193,-73.881313,0
40.634021,-73.978849,0
40.697538,-73.993414,0
40.62038,-73.921238,0
40.620114,-73.969978,0
40.69565,-73.946705,0
40.694093,-73.994584,0
40.61786,-73.97115,0
40.638616,-73.972916,0
40.620757,-74.040463,0
40.648537,-73.979349,0
40.684737,-73.967129,0
40.684737,-73.967129,0
40.648498,-73.980504,0
40.66009,-73.87852,0
40.61618,-73.95641,0
40.649112,-73.980619,0
40.62726,-73.90044,0
40.641822,-73.903002,0
40.624403,-74.040057,0
40.627696,-73.960766,0
40.694281,-73.997566,0
40.641861,-73.902986,0
40.640236,-73.907255,0
40.63252,-73.92124,0
40.641861,-73.902986,0
40.63017,-73.95796,0
40.660525,-73.867133,0
40.634437,-73.952175,0
40.584547,-73.937465,0
40.623387,-74.04077,0
40.692,-73.980748,0
40.649035,-73.931076,0
40.675813,-73.873607,0
40.695351,-73.991921,0
40.663667,-73.994981,0
40.66891,-73.98106,0
40.692168,-73.903044,0
40.633781,-73.968848,0
40.651312,-73.957423,0
40.64185,-73.95792,1
40.633781,-73.968848,0
40.630149,-73.944812,0
40.692168,-73.903044,0
40.630149,-73.944812,0
40.65381,-73.94907,0
40.617509,-74.038951,0
40.653839,-73.948548,0
40.666107,-73.869607,0
40.642658,-73.974267,0
40.629632,-73.92411,0
40.653839,-73.948548,0
40.638564,-73.949099,0
40.632921,-73.895318,0
40.628686,-73.960605,0
40.632821,-73.90649,0
40.634181,-73.957901,0
40.67261,-73.88872,0
40.69044,-73.94424,1
40.648332,-74.002035,0
40.619437,-74.040117,0
40.633447,-73.952842,0
40.629952,-73.971272,0
40.584363,-73.93153,0
40.630149,-73.944812,0
40.63307,-73.9464,0
40.630175,-73.90564,0
40.653839,-73.948548,0
40.615728,-74.037882,0
40.613951,-74.034286,0
40.605805,-73.989775,0
40.61573,-74.01261,0
40.6067,-73.94273,0
40.619437,-74.040117,0
40.62848,-73.971581,0
40.605797,-73.943087,0
40.614608,-74.033803,0
40.6067,-73.94273,0
40.611524,-73.928574,0
40.619694,-74.038474,0
40.639668,-74.035617,0
40.619786,-74.031155,0
40.674955,-73.976683,0
40.585256,-73.987747,0
40.597576,-73.949041,0
40.639101,-73.973008,0
40.654904,-73.958411,0
40.585332,-73.937519,0
40.618887,-74.039791,0
40.640126,-73.96524,0
40.646089,-74.01044,0
40.62885,-74.03016,0
40.594159,-73.956934,0
40.615469,-74.034931,0
40.61788,-74.03833,0
40.598118,-73.932623,0
40.63687,-73.960489,0
40.630027,-74.025377,0
40.692046,-73.964189,0
40.67278,-73.97931,0
40.62789,-74.0251,0
40.693835,-73.962729,0
40.614492,-74.037372,0
40.62285,-73.9458,0
40.65381,-73.94907,0
40.614492,-74.037372,0
40.647118,-73.92823,0
40.649146,-73.945508,0
40.630027,-74.025377,0
40.69038,-73.91904,0
40.649146,-73.945508,0
40.628124,-73.959994,0
40.61571,-73.96955,0
40.633011,-74.022355,0
40.61571,-73.96955,0
40.656524,-73.959281,0
40.630027,-74.025377,0
40.631943,-73.942614,0
40.614815,-73.947072,0
40.629733,-73.925235,0
40.66938,-73.976213,0
40.614815,-73.947072,0
40.584363,-73.93153,0
40.67497,-73.997679,0
40.646774,-73.890001,0
40.620127,-73.969395,0
40.606095,-73.94295,0
40.630149,-73.944812,0
40.58534,-73.934223,0
40.634303,-74.036743,0
40.631775,-73.945405,0
40.641658,-74.017447,0
40.617967,-74.036781,0
40.617776,-74.037142,0
40.629832,-73.927065,0
40.629832,-73.927065,0
40.630149,-73.944812,0
40.63307,-73.9464,0
40.619919,-74.037808,0
40.6358,-74.028983,0
40.61804,-74.026524,0
40.646448,-73.889636,0
40.629936,-73.927066,0
40.621048,-73.955577,0
40.64832,-73.944494,0
40.64921,-73.944566,0
40.629632,-73.92411,0
40.648221,-73.944454,0
40.607939,-73.924542,0
40.631943,-73.942614,0
40.63068,-73.9436,0
40.621044,-73.922105,0
40.599201,-73.934661,0
40.694607,-73.972166,0
40.663556,-73.942763,0
40.613923,-73.917263,0
40.64921,-73.944566,0
40.631801,-73.945465,0
40.629807,-73.925126,0
40.630149,-73.944812,0
40.6342,-74.02639,0
40.632521,-74.032325,0
40.593512,-73.943381,0
40.638564,-73.949099,0
40.598248,-73.934719,0
40.628686,-73.960605,0
40.629632,-73.92411,0
40.62978,-73.92751,0
40.620757,-74.040463,0
40.59697,-73.935099,0
40.714621,-73.94439,0
40.646774,-73.890001,0
40.647157,-73.889986,0
