lat,lon,value
40.8504055319,-73.7866765381,0.0142263797222
40.8501009565,-73.7882137203,0.0352035597202
40.8396203785,-73.8233248577,0.0190099222489
40.8445131983,-73.8244648227,0.0206665603534
40.8285663453,-73.8156359267,0.0158830178267
40.8406586756,-73.8202862691,0.0178502755758
40.8450818527,-73.8177081485,0.0178088596232
40.8450818527,-73.8177081485,0.0110787673237
40.8340794136,-73.8219410592,0.0145784153194
40.8302246279,-73.8159312538,0.0169805405709
40.8467370379,-73.8195325067,0.0221575346474
40.8329892558,-73.8895665016,0.0166906289027
40.8342983798,-73.8984107505,0.0211221358321
40.8515253031,-73.890638201,0.0139985919829
40.8505824665,-73.8891686011,0.0199210732064
40.8505824665,-73.8891686011,0.00671932415178
40.8489211695,-73.8855893708,0.014681955201
40.8500804913,-73.8894875216,0.0198382413012
40.8500362639,-73.889162282,0.0202524008273
40.8457928003,-73.8890103208,0.0206665603534
40.8400558079,-73.8750552116,0.00569316109391
40.8402863554,-73.8750475505,0.0214873417023
40.8393016698,-73.8756637811,0.0221575346474
40.846332472,-73.8824240043,0.0612956098658
40.8469829609,-73.8937323866,0.00236070929889
40.8469829609,-73.8937323866,0.00227787739366
40.8469829609,-73.8937323866,0.00372743573508
40.8469829609,-73.8937323866,0.00248495715672
40.8469829609,-73.8937323866,0.00219504548844
40.8469829609,-73.8937323866,0.00281628477762
40.8394175316,-73.8814315298,0.0797259986899
40.8947741854,-73.9005427926,0.0662655241793
40.8988776413,-73.8975813631,0.0041415952612
40.8913941643,-73.8990287778,0.0107681476791
40.8913941643,-73.8990287778,0.0147026631773
40.8913941643,-73.8990287778,0.00641947265487
40.8913941643,-73.8990287778,0.00641947265487
40.8963756486,-73.8988946118,0.00656658211855
40.8963756486,-73.8988946118,0.012114166139
40.8963756486,-73.8988946118,0.00559115360263
40.8963756486,-73.8988946118,0.00710693605228
40.8963756486,-73.8988946118,0.0100433685084
40.8963756486,-73.8988946118,0.00817695860396
40.8982885978,-73.8987868027,0.00274562916246
40.8531865117,-73.9004640035,0.010353988153
40.8637060348,-73.8932935161,0.0237727567993
40.8637060348,-73.8932935161,0.00571540146046
40.8599635213,-73.8946624244,0.828319052241
40.8587177618,-73.8980914755,0.0993982862689
40.8616476505,-73.8995656109,0.135637244804
40.8608438154,-73.8999825701,0.0041415952612
40.8634227897,-73.8987856369,0.00546690574479
40.8355850176,-73.9265061077,0.0198382413012
40.8409910129,-73.9248231946,0.0200867370168
40.8357814206,-73.9289452148,0.0219504548844
40.8330827559,-73.9279579522,0.0134601845989
40.8329647964,-73.9280592624,0.00838673040394
40.8330953219,-73.9305453245,0.0579823336569
40.8305740826,-73.9279498278,0.00538407383957
40.846455652,-73.9247085869,0.896655374051
40.8172726101,-73.889159045,0.00869735004853
40.8176488549,-73.8893860267,0.0181285079454
40.8200433156,-73.8876478256,0.0170633724762
40.8190990241,-73.8875374196,0.0139778840066
40.8133234563,-73.8868499483,0.0147688872855
40.8129473376,-73.8867566607,0.0228201898892
40.8091134773,-73.8872869771,0.0381026764031
40.812371276,-73.8816206029,0.157380619926
40.8612233559,-73.9109758131,0.0122591219732
40.8612233559,-73.9109758131,0.01014690839
40.8570304246,-73.9053023094,0.227787739366
40.8615164869,-73.9034630086,0.0924374242815
40.8597073278,-73.9097487036,0.161522215187
40.8621319984,-73.9076702618,0.133566447174
40.8625576431,-73.9079408161,0.169805405709
40.8617633824,-73.9033108107,0.311368113686
40.860381104,-73.9079510592,0.124247857836
40.8645913185,-73.9077572318,0.00397593145076
40.8645913185,-73.9077572318,0.00360318787725
40.8645913185,-73.9077572318,0.00621239289181
40.8645913185,-73.9077572318,0.00588106527091
40.8645913185,-73.9077572318,0.00534265788695
40.8645913185,-73.9077572318,0.00314761239852
40.8645913185,-73.9077572318,0.00579823336569
40.8645913185,-73.9077572318,0.00488708240822
40.8645913185,-73.9077572318,0.00786903099629
40.8645913185,-73.9077572318,0.00641947265487
40.8645913185,-73.9077572318,0.00314761239852
40.8645913185,-73.9077572318,0.00318902835113
40.8645913185,-73.9077572318,0.00360318787725
40.8645913185,-73.9077572318,0.00621239289181
40.8645913185,-73.9077572318,0.00244354120411
40.8645913185,-73.9077572318,0.00318902835113
40.8645913185,-73.9077572318,0.00455575478733
40.8645913185,-73.9077572318,0.00571540146046
40.8645913185,-73.9077572318,0.00252637310934
40.8645913185,-73.9077572318,0.00318902835113
40.8645913185,-73.9077572318,0.00559115360263
40.8645913185,-73.9077572318,0.00325115228005
40.8645913185,-73.9077572318,0.00509416217128
40.8645913185,-73.9077572318,0.00621239289181
40.8645913185,-73.9077572318,0.00388274555738
40.8645913185,-73.9077572318,0.00397593145076
40.8697824721,-73.9055155515,0.00360318787725
40.8697824721,-73.9055155515,0.00911150957465
40.8697824721,-73.9055155515,0.0031061964459
40.8697824721,-73.9055155515,0.0115964667314
40.8624940956,-73.9074166905,0.1014690839
40.8717351819,-73.9004507009,0.0118863783997
40.8793992802,-73.9081742458,0.0186371786754
40.8761821033,-73.9010515326,0.0169805405709
40.8771280389,-73.8999110654,0.0157380619926
40.8733580113,-73.904545037,0.020707976306
40.8823165422,-73.8949018502,0.013874344125
40.8823165422,-73.8949018502,0.00766195123323
40.8823165422,-73.8949018502,0.00476283455039
40.8823165422,-73.8949018502,0.00434867502427
40.8823165422,-73.8949018502,0.0111823072053
40.8823165422,-73.8949018502,0.00476283455039
40.8728967554,-73.9011106591,0.0082831076905
40.8728967554,-73.9011106591,0.0101063621723
40.8728967554,-73.9011106591,0.00214029359909
40.8728967554,-73.9011106591,0.00365702861564
40.8835029816,-73.8927156636,0.00975345684014
40.8835029816,-73.8927156636,0.00660538886614
40.8835029816,-73.8927156636,0.00649393853766
40.8835029816,-73.8927156636,0.00573610943677
40.8835029816,-73.8927156636,0.0058396493183
40.8767412225,-73.9001249941,0.00683363218099
40.8767412225,-73.9001249941,0.00488708240822
40.8767412225,-73.9001249941,0.00519463727232
40.8767412225,-73.9001249941,0.00584263126689
40.8767412225,-73.9001249941,0.00482951423409
40.8767412225,-73.9001249941,0.00866980844004
40.8799882907,-73.8971114234,0.0041415952612
40.8799882907,-73.8971114234,0.00420371919012
40.8799882907,-73.8971114234,0.00517285248125
40.8799882907,-73.8971114234,0.00575681741307
40.8789248323,-73.898787351,0.0041415952612
40.8789248323,-73.898787351,0.00654053148435
40.8789248323,-73.898787351,0.00476283455039
40.8748919937,-73.9041812408,0.00906570353106
40.8748919937,-73.9041812408,0.00567734020001
40.8824526642,-73.8967098108,0.00579823336569
40.8824526642,-73.8967098108,0.00662655241793
40.8824526642,-73.8967098108,0.00776549111476
40.8789579272,-73.9021539469,0.00646088860748
40.8789579272,-73.9021539469,0.00579823336569
40.8789579272,-73.9021539469,0.00579823336569
40.8787165509,-73.9023387257,0.00517699407651
40.8787165509,-73.9023387257,0.00476283455039
40.8787165509,-73.9023387257,0.00476283455039
40.8860478309,-73.8993913196,0.00673034079517
40.8860478309,-73.8993913196,0.0080674134093
40.8860478309,-73.8993913196,0.00278948865628
40.8860478309,-73.8993913196,0.00413637685118
40.8860478309,-73.8993913196,0.0039258181481
40.8860478309,-73.8993913196,0.00470684018245
40.8860478309,-73.8993913196,0.00403830387539
40.8860478309,-73.8993913196,0.0049612169634
40.8860478309,-73.8993913196,0.00366547746998
40.8860478309,-73.8993913196,0.00786903099629
40.8822859976,-73.9073023366,0.00509416217128
40.8822859976,-73.9073023366,0.00644018063117
40.8822859976,-73.9073023366,0.0113893869683
40.8822859976,-73.9073023366,0.00697858801513
40.883233074,-73.9074999177,0.00724779170711
40.883233074,-73.9074999177,0.00517699407651
40.8850166663,-73.9069332635,0.0044729228821
40.8850166663,-73.9069332635,0.00828319052241
40.8856743437,-73.9023429706,0.00289911668284
40.8867223732,-73.905104501,0.00699929599144
40.8867223732,-73.905104501,0.0157484159807
40.8867223732,-73.905104501,0.00745487147017
40.8867223732,-73.905104501,0.00285770073023
40.8867223732,-73.905104501,0.00671932415178
40.8890785527,-73.9032891649,0.012383369831
40.8890785527,-73.9032891649,0.00505274621867
40.8890785527,-73.9032891649,0.0107681476791
40.8890785527,-73.9032891649,0.0107681476791
40.8890785527,-73.9032891649,0.0111823072053
40.8890785527,-73.9032891649,0.00289911668284
40.8829239262,-73.908758847,0.0120106262575
40.8829239262,-73.908758847,0.0144955834142
40.8269836957,-73.9153865332,0.0124247857836
40.8340756883,-73.9112687126,0.00625380884442
40.8271326875,-73.9164522803,0.0173947000971
40.8350935154,-73.910671082,0.00918792200722
40.8349594543,-73.9112277825,0.0106387642432
40.8286031534,-73.9154892631,0.0199210732064
40.8282485081,-73.9147056047,0.0125024406948
40.8299674263,-73.9156934997,0.020707976306
40.8303715271,-73.916556619,0.0246424918042
40.8353588536,-73.9095179263,0.0192584179646
40.837640903,-73.9184809459,0.0111823072053
40.8350728288,-73.9087883326,0.0109752274422
40.8200016082,-73.9282286335,0.0159451417556
40.8333249525,-73.9094303503,0.0455575478733
40.8350759513,-73.9165362636,0.152203625849
40.8344589286,-73.9212023786,0.232964733443
40.8354099895,-73.9082349599,0.0356177192464
40.8293379023,-73.918136999,0.00455575478733
40.8293379023,-73.918136999,0.00289911668284
40.8248454183,-73.9230167594,0.00766195123323
40.8248454183,-73.9230167594,0.00828319052241
40.8248454183,-73.9230167594,0.00352035597202
40.8248454183,-73.9230167594,0.00662655241793
40.8248454183,-73.9230167594,0.00766195123323
40.8248454183,-73.9230167594,0.00745487147017
40.8248454183,-73.9230167594,0.00724779170711
40.8248454183,-73.9230167594,0.00931858933771
40.8248454183,-73.9230167594,0.00766195123323
40.8260965867,-73.9223865999,0.00600531312875
40.8260965867,-73.9223865999,0.00973274886383
40.8260965867,-73.9223865999,0.0041415952612
40.8260965867,-73.9223865999,0.00410017930859
40.8260965867,-73.9223865999,0.00683363218099
40.8301489961,-73.9201378844,0.00434867502427
40.8301489961,-73.9201378844,0.00931858933771
40.8301489961,-73.9201378844,0.00434867502427
40.8301489961,-73.9201378844,0.00683363218099
40.8301489961,-73.9201378844,0.0140814238881
40.8301489961,-73.9201378844,0.00372743573508
40.8301489961,-73.9201378844,0.00886773527758
40.8301489961,-73.9201378844,0.00860296309253
40.8301489961,-73.9201378844,0.0104951751355
40.8301489961,-73.9201378844,0.0134601845989
40.8301489961,-73.9201378844,0.00662655241793
40.8301489961,-73.9201378844,0.00786903099629
40.8301489961,-73.9201378844,0.00528053395804
40.8301489961,-73.9201378844,0.012921777215
40.8301489961,-73.9201378844,0.00704071194405
40.8301489961,-73.9201378844,0.0161108055661
40.8301489961,-73.9201378844,0.00869735004853
40.8301489961,-73.9201378844,0.0149097429403
40.8301489961,-73.9201378844,0.010353988153
40.8301489961,-73.9201378844,0.010820663107
40.8301489961,-73.9201378844,0.0175086767986
40.8301489961,-73.9201378844,0.00786903099629
40.8301489961,-73.9201378844,0.00807611075935
40.8301489961,-73.9201378844,0.0101975601
40.8301489961,-73.9201378844,0.00538407383957
40.832011963,-73.9191419058,0.0102918642241
40.8230007274,-73.9268632527,0.0190513382015
40.8230007274,-73.9268632527,0.00766195123323
40.8255772105,-73.9256030066,0.00683363218099
40.8255772105,-73.9256030066,0.00931858933771
40.8255772105,-73.9256030066,0.00973274886383
40.8255772105,-73.9256030066,0.00662655241793
40.8255772105,-73.9256030066,0.00965902846818
40.8255772105,-73.9256030066,0.00545945087332
40.8255772105,-73.9256030066,0.0061709769392
40.8255772105,-73.9256030066,0.0121348741153
40.8255772105,-73.9256030066,0.00766195123323
40.8255772105,-73.9256030066,0.00352035597202
40.8255772105,-73.9256030066,0.0082417745698
40.8255772105,-73.9256030066,0.00692930303152
40.8255772105,-73.9256030066,0.0109752274422
40.8255772105,-73.9256030066,0.00683363218099
40.8255772105,-73.9256030066,0.00807611075935
40.8255772105,-73.9256030066,0.00836602242763
40.8255772105,-73.9256030066,0.00809681873566
40.8255772105,-73.9256030066,0.0113893869683
40.8255772105,-73.9256030066,0.00746365165212
40.8255772105,-73.9256030066,0.0121787750251
40.8260163182,-73.92553025,0.00496991431345
40.8260163182,-73.92553025,0.00575681741307
40.825911818,-73.925219625,0.00538407383957
40.825911818,-73.925219625,0.00538407383957
40.825911818,-73.925219625,0.00393451549814
40.8191656858,-73.9216648752,0.0248495715672
40.8191656858,-73.9216648752,0.0217847910739
40.8191882968,-73.9186444535,0.0579823336569
40.8332965947,-73.9154616194,0.0206665603534
40.8454352484,-73.8538686831,0.0194654977277
40.8448989343,-73.859616618,0.0100226605321
40.8467606712,-73.8625801223,0.0219504548844
40.8456656596,-73.8516055911,0.0248495715672
40.8456008455,-73.8503009549,0.0234000132258
40.8459677209,-73.8560505932,0.0167941687842
40.8476669344,-73.8584613772,0.0149097429403
40.8485806629,-73.8651173643,0.0161315135424
40.8486882851,-73.8632773565,0.0222175877787
40.8430440087,-73.8646262151,0.0178088596232
40.8486109701,-73.8628871479,0.0282456796814
40.8447759889,-73.8646841336,0.0221161186948
40.8516109309,-73.8652124303,0.00869735004853
40.8516109309,-73.8652124303,0.00434867502427
40.8520477262,-73.8655440975,0.0054876137211
40.852058279,-73.8651789914,0.00414155384525
40.852058279,-73.8651789914,0.00641947265487
40.852058279,-73.8651789914,0.00865593409592
40.8194156521,-73.9071406213,0.0124247857836
40.8182483557,-73.9028501696,0.0279557680131
40.8171020363,-73.9108505823,0.0198796572538
40.8236935098,-73.896128972,0.0180159393862
40.8279404792,-73.8940916176,0.0183058510545
40.8307245752,-73.8892631095,0.017187620334
40.8174057244,-73.8996432185,0.0244354120411
40.8169785544,-73.8946184666,0.0209150560691
40.8258819779,-73.8911825924,0.00993982862689
40.8276928618,-73.8876638161,0.013874344125
40.8191492683,-73.9003884618,0.0911150957465
40.8274632417,-73.8886289718,0.0352035597202
40.824071449,-73.8982746103,0.00227787739366
40.8293499014,-73.8986857023,0.0180581836579
40.8244563948,-73.8990544729,0.0113893869683
40.8244563948,-73.8990544729,0.0200867370168
40.8240272592,-73.9011146344,0.011844962447
40.8073892765,-73.9234415239,0.0147026631773
40.8105742561,-73.9210030723,0.013667264362
40.8054922489,-73.9228079641,0.0150339907982
40.8018390835,-73.9150934182,0.00559115360263
40.8146996849,-73.917248225,0.0459717073994
40.8027706188,-73.9092949348,0.422442716643
40.8030885086,-73.9197260705,0.579823336569
40.8461920824,-73.9059104971,0.019043055011
40.8470160673,-73.9100695344,0.00790050712027
40.8445258609,-73.9091042714,0.536336586326
40.8444988935,-73.9097151228,0.63677027141
40.8440323134,-73.9097410559,0.302336454068
40.846908682,-73.9096323349,1.06024838687
40.8455913187,-73.9063125394,0.00869735004853
40.8392329651,-73.8634521907,0.010353988153
40.8423673732,-73.8705476094,0.021515587382
40.8442464649,-73.8672224328,0.0157380619926
40.8407694516,-73.8676883616,0.00455575478733
40.8407694516,-73.8676883616,0.00455575478733
40.8376144716,-73.8642035933,0.0217433751213
40.8389125602,-73.8640672261,0.0993982862689
40.8366664159,-73.8655824108,0.00277486882501
40.8366664159,-73.8655824108,0.00447913527499
40.8366664159,-73.8655824108,0.00496991431345
40.8366664159,-73.8655824108,0.00252637310934
40.8366664159,-73.8655824108,0.00248495715672
40.8366664159,-73.8655824108,0.00372743573508
40.8366664159,-73.8655824108,0.00265062096717
40.8366664159,-73.8655824108,0.00546690574479
40.8366664159,-73.8655824108,0.00434867502427
40.8366664159,-73.8655824108,0.00302336454068
40.8366664159,-73.8655824108,0.00704071194405
40.8366664159,-73.8655824108,0.00289911668284
40.8367069281,-73.8650185658,0.00331327620896
40.8367069281,-73.8650185658,0.00352035597202
40.8367069281,-73.8650185658,0.00269203691978
40.8367069281,-73.8650185658,0.00393451549814
40.8367069281,-73.8650185658,0.00265062096717
40.8342477669,-73.8604919332,0.00269203691978
40.8342477669,-73.8604919332,0.00546690574479
40.8342477669,-73.8604919332,0.00569469348416
40.8344728461,-73.8605023025,0.00405876335598
40.8344728461,-73.8605023025,0.00430725907165
40.8445837761,-73.8669723732,0.0202424609987
40.8391989942,-73.8696755721,0.0277486882501
40.8613549614,-73.8377496442,0.0173947000971
40.8641160211,-73.8376706006,0.0181194792678
40.8633165292,-73.8430557556,0.0186371786754
40.8638524205,-73.8395548382,0.0258849703825
40.8636220573,-73.8541757914,0.0132531048359
40.8642913784,-73.8475075873,0.0161522215187
40.860295354,-73.8630329706,0.0151604751175
40.860295354,-73.8630329706,0.0188442584385
40.8632959349,-73.8589921025,0.0120313342338
40.8611816977,-73.8475581,0.0219504548844
40.8642110804,-73.8599446176,0.0225716941736
40.8643153744,-73.8599407826,0.0194654977277
40.8556603046,-73.8568718865,0.0227787739366
40.8553224071,-73.8588571821,0.00559115360263
40.852749355,-73.8670355662,0.00389309954553
40.853397857,-73.8653172523,0.00427619710719
40.853397857,-73.8653172523,0.00227787739366
40.853397857,-73.8653172523,0.00439009097688
40.853397857,-73.8653172523,0.00455575478733
40.853397857,-73.8653172523,0.0041415952612
40.853397857,-73.8653172523,0.00476283455039
40.853397857,-73.8653172523,0.00426584311904
40.853397857,-73.8653172523,0.00699929599144
40.8531351189,-73.8636224621,0.00631593277334
40.8531351189,-73.8636224621,0.00455575478733
40.8531351189,-73.8636224621,0.00509416217128
40.8531351189,-73.8636224621,0.00463858669255
40.8531351189,-73.8636224621,0.00673009229946
40.8548763094,-73.8692689087,0.00422442716643
40.8548763094,-73.8692689087,0.00426584311904
40.8548763094,-73.8692689087,0.00782761504368
40.8552963752,-73.8693801442,0.00426584311904
40.8552963752,-73.8693801442,0.00600531312875
40.8561582023,-73.8693712218,0.00766195123323
40.8561582023,-73.8693712218,0.0041415952612
40.8561582023,-73.8693712218,0.00817965064088
40.8560918868,-73.8689809407,0.00579823336569
40.8560918868,-73.8689809407,0.00248495715672
40.8560918868,-73.8689809407,0.00608814503397
40.855331365,-73.8663797262,0.00496991431345
40.8557952022,-73.8663643347,0.00712354384927
40.8557952022,-73.8663643347,0.00393451549814
40.8557952022,-73.8663643347,0.00339610811419
40.8563162546,-73.8659837199,0.00443150692949
40.8563162546,-73.8659837199,0.00774478313845
40.8558057575,-73.8659992082,0.00699929599144
40.8558057575,-73.8659992082,0.00571747225809
40.8558057575,-73.8659992082,0.0054876137211
40.8556624728,-73.8631834922,0.00496991431345
40.8556624728,-73.8631834922,0.0054876137211
40.8835117968,-73.9166888242,0.0195280358161
40.9113502344,-73.9016286871,0.028651556017
40.8993123699,-73.9086676218,0.133566447174
40.9037251597,-73.8980477867,0.0323044430374
40.8886326334,-73.9084508266,0.0244561200174
40.8939716829,-73.9092572933,0.0134601845989
40.8939716829,-73.9092572933,0.0198796572538
40.8939716829,-73.9092572933,0.00839497217851
40.8796232801,-73.9216189568,0.0120106262575
40.8764044651,-73.9186756936,0.0125076176888
40.8764044651,-73.9186756936,0.00621239289181
40.8764044651,-73.9186756936,0.00538407383957
40.8764044651,-73.9186756936,0.0103125722004
40.8764044651,-73.9186756936,0.00675080027576
40.8764044651,-73.9186756936,0.0113893869683
40.8764044651,-73.9186756936,0.0119277943523
40.8764044651,-73.9186756936,0.00662655241793
40.8767606059,-73.9177314713,0.00745487147017
40.8767606059,-73.9177314713,0.0201968206189
40.8767606059,-73.9177314713,0.0132300361503
40.8767606059,-73.9177314713,0.020500896543
40.8767606059,-73.9177314713,0.0132531048359
40.8767606059,-73.9177314713,0.0319171210486
40.8767606059,-73.9177314713,0.01309916174
40.8767606059,-73.9177314713,0.0115717414077
40.8767606059,-73.9177314713,0.0176017798601
40.8767606059,-73.9177314713,0.0224144378015
40.8767606059,-73.9177314713,0.00528053395804
40.8767606059,-73.9177314713,0.0134601845989
40.8767606059,-73.9177314713,0.0173947000971
40.8767606059,-73.9177314713,0.024228332278
40.8767606059,-73.9177314713,0.0120106262575
40.878085669,-73.9168619645,0.00600531312875
40.878085669,-73.9168619645,0.0111823072053
40.878085669,-73.9168619645,0.0132531048359
40.878085669,-73.9168619645,0.0108716875607
40.878085669,-73.9168619645,0.0165663810448
40.878085669,-73.9168619645,0.00704071194405
40.878085669,-73.9168619645,0.00807611075935
40.878085669,-73.9168619645,0.00849027028547
40.878085669,-73.9168619645,0.00662655241793
40.878085669,-73.9168619645,0.00331327620896
40.878085669,-73.9168619645,0.0182230191493
40.878085669,-73.9168619645,0.0130460250728
40.878085669,-73.9168619645,0.0115964667314
40.878085669,-73.9168619645,0.0109752274422
40.878085669,-73.9168619645,0.020500896543
40.878085669,-73.9168619645,0.00724779170711
40.878085669,-73.9168619645,0.0118035464944
40.878085669,-73.9168619645,0.0115550507788
40.878085669,-73.9168619645,0.0118035464944
40.878085669,-73.9168619645,0.0116585906603
40.878085669,-73.9168619645,0.0116689446484
40.8790128322,-73.9161122593,0.00349964799572
40.8790128322,-73.9161122593,0.00942212921924
40.8790128322,-73.9161122593,0.00704071194405
40.8797540608,-73.9163355287,0.00880088993006
40.8797540608,-73.9163355287,0.0065437205127
40.8797540608,-73.9163355287,0.00741345551756
40.8797540608,-73.9163355287,0.00579823336569
40.8797540608,-73.9163355287,0.0122665768446
40.8803090462,-73.9171087044,0.0185957627228
40.8803090462,-73.9171087044,0.00451433883471
40.8803090462,-73.9171087044,0.00745487147017
40.8824972438,-73.9142816043,0.0264647937191
40.8824972438,-73.9142816043,0.0109338114896
40.8824972438,-73.9142816043,0.0111823072053
40.8824972438,-73.9142816043,0.0149097429403
40.8829340426,-73.9148126485,0.0113893869683
40.8829340426,-73.9148126485,0.00724779170711
40.8808257875,-73.910739822,0.0041415952612
40.8808257875,-73.910739822,0.00840743838025
40.8808257875,-73.910739822,0.00683363218099
40.8808257875,-73.910739822,0.00704071194405
