lat,lon
40.863994759099995,-73.86497764020001
40.8241905159,-73.85122351300001
40.812583454,-73.847308159
40.8173236937,-73.8515893075
40.818259925,-73.8518076044
40.818259925,-73.8518076044
40.8207327579,-73.84747372310001
40.821497344899996,-73.85289514649999
40.823199995799996,-73.8536212356
40.823199995799996,-73.8536212356
40.8245458985,-73.8480214167
40.8258889963,-73.8446001856
40.827524092,-73.8545403588
40.827524092,-73.8545403588
40.8277932621,-73.8525271157
40.8245993533,-73.84901492739999
40.831271569,-73.8597284828
40.832064772399995,-73.859712356
40.832064772399995,-73.859712356
40.832064772399995,-73.859712356
40.832064772399995,-73.859712356
40.832064772399995,-73.859712356
40.8272897801,-73.8453268122
40.827319613,-73.8450593543
40.8432807608,-73.7884414446
40.843770447800004,-73.7875616229
40.844294598699996,-73.7875129633
40.8445171394,-73.7891278434
40.849405981,-73.78641949520001
40.8504055319,-73.78667653810001
40.8501009565,-73.78821372029999
40.842973593,-73.7841270503
40.8396203785,-73.8233248577
40.8445131983,-73.82446482270001
40.8470706354,-73.820485812
40.8306760604,-73.81674666560001
40.828566345300004,-73.8156359267
40.8406586756,-73.8202862691
40.8450818527,-73.8177081485
40.8450818527,-73.8177081485
40.8340794136,-73.8219410592
40.8302246279,-73.8159312538
40.8467370379,-73.8195325067
40.8444761331,-73.82355773319999
40.8362811057,-73.8169552854
40.8348967488,-73.8923820737
40.8413322621,-73.8914898185
40.8420891118,-73.8907585241
40.8329892558,-73.8895665016
40.8342983798,-73.8984107505
40.8515253031,-73.890638201
40.8505824665,-73.8891686011
40.8505824665,-73.8891686011
40.8505824665,-73.8891686011
40.848921169499995,-73.8855893708
40.848805354899994,-73.8906968907
40.8500804913,-73.8894875216
40.8500804913,-73.8894875216
40.8500362639,-73.889162282
40.8457928003,-73.8890103208
40.8400558079,-73.8750552116
40.840286355399996,-73.8750475505
40.8475054814,-73.8889930053
40.8393016698,-73.8756637811
40.8491228323,-73.8897421305
40.846332472,-73.8824240043
40.8469829609,-73.89373238659999
40.8469829609,-73.89373238659999
40.8469829609,-73.89373238659999
40.8469829609,-73.89373238659999
40.8469829609,-73.89373238659999
40.8469829609,-73.89373238659999
40.8469829609,-73.89373238659999
40.8469829609,-73.89373238659999
40.8469829609,-73.89373238659999
40.8469829609,-73.89373238659999
40.8394175316,-73.8814315298
40.8923538094,-73.9076753042
40.8947741854,-73.9005427926
40.898877641300004,-73.8975813631
40.898877641300004,-73.8975813631
40.891394164299996,-73.8990287778
40.891394164299996,-73.8990287778
40.891394164299996,-73.8990287778
40.891394164299996,-73.8990287778
40.8963756486,-73.8988946118
40.8963756486,-73.8988946118
40.8963756486,-73.8988946118
40.8963756486,-73.8988946118
40.8963756486,-73.8988946118
40.8963756486,-73.8988946118
40.898288597800004,-73.8987868027
40.8623628907,-73.8922327849
40.8533854853,-73.8988659769
40.8517020328,-73.9009361333
40.8612210247,-73.9013593929
40.8531865117,-73.9004640035
40.8637060348,-73.8932935161
40.8637060348,-73.8932935161
40.8599635213,-73.8946624244
40.8587177618,-73.8980914755
40.861647650500004,-73.8995656109
40.8608438154,-73.89998257010001
40.863422789699996,-73.8987856369
40.8355191653,-73.9265387046
40.8355191653,-73.9265387046
40.8355850176,-73.9265061077
40.8409910129,-73.9248231946
40.8357814206,-73.9289452148
40.848684495,-73.9208204608
40.8330827559,-73.9279579522
40.8329647964,-73.9280592624
40.833095321900004,-73.9305453245
40.8382056754,-73.92566116340001
40.8382056754,-73.92566116340001
40.8305740826,-73.92794982779999
40.8305740826,-73.92794982779999
40.846455651999996,-73.9247085869
40.817272610100005,-73.889159045
40.8176488549,-73.8893860267
40.820043315599996,-73.8876478256
40.8190990241,-73.8875374196
40.813323456300004,-73.8868499483
40.8135952508,-73.8869181258
40.8129473376,-73.8867566607
40.8091134773,-73.8872869771
40.812371276,-73.8816206029
40.8068012969,-73.8889597483
40.8609533872,-73.90294323970001
40.865022144499996,-73.9042750008
40.8587056375,-73.9064603583
40.8612233559,-73.91097581310001
40.8612233559,-73.91097581310001
40.8570304246,-73.9053023094
40.8615164869,-73.9034630086
40.8597073278,-73.9097487036
40.8621319984,-73.9076702618
40.8625576431,-73.9079408161
40.8617633824,-73.90331081069999
40.860381104,-73.9079510592
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8645913185,-73.9077572318
40.8697824721,-73.9055155515
40.8697824721,-73.9055155515
40.8697824721,-73.9055155515
40.8697824721,-73.9055155515
40.8624940956,-73.9074166905
40.8717351819,-73.9004507009
40.8793992802,-73.9081742458
40.876182103299996,-73.90105153260001
40.8771280389,-73.8999110654
40.8733580113,-73.90454503699999
40.882316542199995,-73.8949018502
40.882316542199995,-73.8949018502
40.882316542199995,-73.8949018502
40.882316542199995,-73.8949018502
40.882316542199995,-73.8949018502
40.882316542199995,-73.8949018502
40.8728967554,-73.9011106591
40.8728967554,-73.9011106591
40.8728967554,-73.9011106591
40.8728967554,-73.9011106591
40.8844864062,-73.89067077520001
40.883502981599996,-73.8927156636
40.883502981599996,-73.8927156636
40.883502981599996,-73.8927156636
40.883502981599996,-73.8927156636
40.883502981599996,-73.8927156636
40.8849556068,-73.8934546994
40.8849556068,-73.8934546994
40.8849556068,-73.8934546994
40.8849556068,-73.8934546994
40.8849556068,-73.8934546994
40.8849272039,-73.89242404630001
40.8767412225,-73.9001249941
40.8767412225,-73.9001249941
40.8767412225,-73.9001249941
40.8767412225,-73.9001249941
40.8767412225,-73.9001249941
40.8767412225,-73.9001249941
40.8799882907,-73.8971114234
40.8799882907,-73.8971114234
40.8799882907,-73.8971114234
40.8799882907,-73.8971114234
40.8799882907,-73.8971114234
40.8799882907,-73.8971114234
40.8789248323,-73.89878735100001
40.8789248323,-73.89878735100001
40.8789248323,-73.89878735100001
40.8748919937,-73.9041812408
40.8748919937,-73.9041812408
40.8824526642,-73.8967098108
40.8824526642,-73.8967098108
40.8824526642,-73.8967098108
40.8789579272,-73.9021539469
40.8789579272,-73.9021539469
40.8789579272,-73.9021539469
40.8787165509,-73.90233872569999
40.8787165509,-73.90233872569999
40.8787165509,-73.90233872569999
40.886047830900004,-73.8993913196
40.886047830900004,-73.8993913196
40.886047830900004,-73.8993913196
40.886047830900004,-73.8993913196
40.886047830900004,-73.8993913196
40.886047830900004,-73.8993913196
40.886047830900004,-73.8993913196
40.886047830900004,-73.8993913196
40.886047830900004,-73.8993913196
40.886047830900004,-73.8993913196
40.8822859976,-73.9073023366
40.8822859976,-73.9073023366
40.8822859976,-73.9073023366
40.8822859976,-73.9073023366
40.883233074,-73.90749991770001
40.883233074,-73.90749991770001
40.885016666300004,-73.90693326350001
40.885016666300004,-73.90693326350001
40.885674343699996,-73.9023429706
40.8867223732,-73.905104501
40.8867223732,-73.905104501
40.8867223732,-73.905104501
40.8867223732,-73.905104501
40.8867223732,-73.905104501
40.8890785527,-73.9032891649
40.8890785527,-73.9032891649
40.8890785527,-73.9032891649
40.8890785527,-73.9032891649
40.8890785527,-73.9032891649
40.8890785527,-73.9032891649
40.8829239262,-73.908758847
40.8829239262,-73.908758847
40.8269836957,-73.91538653319999
40.8340756883,-73.9112687126
40.8271326875,-73.91645228029999
40.8350935154,-73.910671082
40.8349594543,-73.9112277825
40.8286031534,-73.9154892631
40.828248508099996,-73.9147056047
40.8299674263,-73.9156934997
40.8303715271,-73.91655661899999
40.8353588536,-73.9095179263
40.837640903,-73.9184809459
40.8350728288,-73.9087883326
40.8200016082,-73.9282286335
40.8333249525,-73.9094303503
40.8350759513,-73.9165362636
40.8344589286,-73.9212023786
40.8354099895,-73.9082349599
40.8293379023,-73.918136999
40.8293379023,-73.918136999
40.8248454183,-73.9230167594
40.8248454183,-73.9230167594
40.8248454183,-73.9230167594
40.8248454183,-73.9230167594
40.8248454183,-73.9230167594
40.8248454183,-73.9230167594
40.8248454183,-73.9230167594
40.8248454183,-73.9230167594
40.8248454183,-73.9230167594
40.8248454183,-73.9230167594
40.8248454183,-73.9230167594
40.826096586700004,-73.9223865999
40.826096586700004,-73.9223865999
40.826096586700004,-73.9223865999
40.826096586700004,-73.9223865999
40.826096586700004,-73.9223865999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.8301489961,-73.92013788439999
40.832011963,-73.9191419058
40.8303007922,-73.9213554571
40.8230007274,-73.9268632527
40.8230007274,-73.9268632527
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.8255772105,-73.9256030066
40.826016318200004,-73.92553025
40.826016318200004,-73.92553025
40.826016318200004,-73.92553025
40.825911818,-73.925219625
40.825911818,-73.925219625
40.825911818,-73.925219625
40.825911818,-73.925219625
40.825911818,-73.925219625
40.8191656858,-73.92166487520001
40.8191656858,-73.92166487520001
40.8293528559,-73.91603033060001
40.8191882968,-73.91864445350001
40.833296594699995,-73.91546161939999
40.8454352484,-73.8538686831
40.849246360100004,-73.84861198520001
40.8486230664,-73.86383051119999
40.8532181158,-73.8551528991
40.8448989343,-73.859616618
40.8467606712,-73.8625801223
40.8456656596,-73.8516055911
40.8456008455,-73.85030095489999
40.8459677209,-73.8560505932
40.8467919758,-73.8502440581
40.8476669344,-73.8584613772
40.8485806629,-73.8651173643
40.8486882851,-73.86327735649999
40.8430440087,-73.8646262151
40.8482359012,-73.863693953
40.848610970100005,-73.8628871479
40.8447759889,-73.8646841336
40.8516109309,-73.86521243029999
40.8516109309,-73.86521243029999
40.8520477262,-73.8655440975
40.852058279,-73.8651789914
40.852058279,-73.8651789914
40.852058279,-73.8651789914
40.8194156521,-73.9071406213
40.8182483557,-73.9028501696
40.8171020363,-73.9108505823
40.8140817548,-73.902715359
40.826456455300004,-73.8981011386
40.8236935098,-73.896128972
40.8279404792,-73.8940916176
40.8307245752,-73.88926310949999
40.8251695575,-73.8985258582
40.817405724400004,-73.8996432185
40.8169785544,-73.8946184666
40.825881977899996,-73.8911825924
40.8324414568,-73.89370502140001
40.827692861799996,-73.8876638161
40.8233963666,-73.9082298482
40.8191492683,-73.9003884618
40.8274632417,-73.8886289718
40.824071449,-73.89827461029999
40.824071449,-73.89827461029999
40.8229495252,-73.9089205699
40.8197282467,-73.91382051560001
40.8293499014,-73.8986857023
40.8293499014,-73.8986857023
40.8244563948,-73.8990544729
40.8244563948,-73.8990544729
40.8240272592,-73.9011146344
40.807389276500004,-73.92344152390001
40.810574256100004,-73.9210030723
40.8127028214,-73.9190714384
40.8054922489,-73.9228079641
40.81019212,-73.9201040322
40.8018390835,-73.9150934182
40.8146996849,-73.917248225
40.81486572,-73.9153296864
40.802770618800004,-73.9092949348
40.8030885086,-73.9197260705
40.846192082399995,-73.9059104971
40.8470160673,-73.9100695344
40.8445258609,-73.9091042714
40.844498893499996,-73.9097151228
40.8440323134,-73.9097410559
40.846908682,-73.9096323349
40.8455913187,-73.90631253939999
40.8455913187,-73.90631253939999
40.8349437902,-73.8573211962
40.8392329651,-73.8634521907
40.8423673732,-73.87054760939999
40.8411259939,-73.86986334470001
40.844246464899996,-73.86722243279999
40.840754813000004,-73.86929304520001
40.8414542534,-73.868886889
40.840769451599996,-73.8676883616
40.840769451599996,-73.8676883616
40.8376144716,-73.8642035933
40.8389125602,-73.86406722609999
40.8366664159,-73.8655824108
40.8366664159,-73.8655824108
40.8366664159,-73.8655824108
40.8366664159,-73.8655824108
40.8366664159,-73.8655824108
40.8366664159,-73.8655824108
40.8366664159,-73.8655824108
40.8366664159,-73.8655824108
40.8366664159,-73.8655824108
40.8366664159,-73.8655824108
40.8366664159,-73.8655824108
40.8366664159,-73.8655824108
40.8366664159,-73.8655824108
40.8367069281,-73.8650185658
40.8367069281,-73.8650185658
40.8367069281,-73.8650185658
40.8367069281,-73.8650185658
40.8367069281,-73.8650185658
40.8342477669,-73.8604919332
40.8342477669,-73.8604919332
40.8342477669,-73.8604919332
40.8344728461,-73.8605023025
40.8344728461,-73.8605023025
40.8445837761,-73.8669723732
40.836997652,-73.8557700494
40.839198994200004,-73.86967557210001
40.8613549614,-73.8377496442
40.8641160211,-73.8376706006
40.8633165292,-73.8430557556
40.8638524205,-73.8395548382
40.8602371048,-73.8451851138
40.8636220573,-73.85417579140001
40.864291378400004,-73.8475075873
40.8629455107,-73.844726897
40.860295354,-73.8630329706
40.860295354,-73.8630329706
40.863295934899995,-73.8589921025
40.8611816977,-73.84755809999999
40.8589421721,-73.865327715
40.8642110804,-73.85994461760001
40.8643153744,-73.8599407826
40.8568699274,-73.8518950941
40.8566659873,-73.8512484718
40.8556603046,-73.8568718865
40.8553224071,-73.8588571821
40.8553224071,-73.8588571821
40.852749355,-73.8670355662
40.8527556227,-73.8653402412
40.853397857,-73.8653172523
40.853397857,-73.8653172523
40.853397857,-73.8653172523
40.853397857,-73.8653172523
40.853397857,-73.8653172523
40.853397857,-73.8653172523
40.853397857,-73.8653172523
40.853397857,-73.8653172523
40.8531351189,-73.8636224621
40.8531351189,-73.8636224621
40.8531351189,-73.8636224621
40.8531351189,-73.8636224621
40.8531351189,-73.8636224621
40.8531351189,-73.8636224621
40.8548763094,-73.8692689087
40.8548763094,-73.8692689087
40.8548763094,-73.8692689087
40.8552963752,-73.8693801442
40.8552963752,-73.8693801442
40.8561582023,-73.86937122180001
40.8561582023,-73.86937122180001
40.8561582023,-73.86937122180001
40.8560918868,-73.8689809407
40.8560918868,-73.8689809407
40.8560918868,-73.8689809407
40.855331365,-73.8663797262
40.8557952022,-73.86636433470001
40.8557952022,-73.86636433470001
40.8557952022,-73.86636433470001
40.8563162546,-73.8659837199
40.8563162546,-73.8659837199
40.8558057575,-73.8659992082
40.8558057575,-73.8659992082
40.8558057575,-73.8659992082
40.8558057575,-73.8659992082
40.8556624728,-73.86318349220001
40.8556624728,-73.86318349220001
40.8556624728,-73.86318349220001
40.8835117968,-73.9166888242
40.911350234400004,-73.9016286871
40.899312369899995,-73.9086676218
40.903725159699995,-73.8980477867
40.9091154898,-73.9009518482
40.8859328233,-73.9062303721
40.8859328233,-73.9062303721
40.8886326334,-73.9084508266
40.8939716829,-73.9092572933
40.8939716829,-73.9092572933
40.8939716829,-73.9092572933
40.8796232801,-73.9216189568
40.8764044651,-73.9186756936
40.8764044651,-73.9186756936
40.8764044651,-73.9186756936
40.8764044651,-73.9186756936
40.8764044651,-73.9186756936
40.8764044651,-73.9186756936
40.8764044651,-73.9186756936
40.8764044651,-73.9186756936
40.8767606059,-73.9177314713
40.8767606059,-73.9177314713
40.8767606059,-73.9177314713
40.8767606059,-73.9177314713
40.8767606059,-73.9177314713
40.8767606059,-73.9177314713
40.8767606059,-73.9177314713
40.8767606059,-73.9177314713
40.8767606059,-73.9177314713
40.8767606059,-73.9177314713
40.8767606059,-73.9177314713
40.8767606059,-73.9177314713
40.8767606059,-73.9177314713
40.8767606059,-73.9177314713
40.8767606059,-73.9177314713
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.878085669,-73.9168619645
40.8790128322,-73.91611225930001
40.8790128322,-73.91611225930001
40.8790128322,-73.91611225930001
40.879754060799996,-73.9163355287
40.879754060799996,-73.9163355287
40.879754060799996,-73.9163355287
40.879754060799996,-73.9163355287
40.879754060799996,-73.9163355287
40.8803090462,-73.9171087044
40.8803090462,-73.9171087044
40.8803090462,-73.9171087044
40.8824972438,-73.9142816043
40.8824972438,-73.9142816043
40.8824972438,-73.9142816043
40.8824972438,-73.9142816043
40.8829340426,-73.9148126485
40.8829340426,-73.9148126485
40.8808257875,-73.910739822
40.8808257875,-73.910739822
40.8808257875,-73.910739822
40.8808257875,-73.910739822
40.8811252431,-73.9111082804
40.8811252431,-73.9111082804
40.8829288054,-73.911500054
40.8829288054,-73.911500054
40.8829288054,-73.911500054
40.8829288054,-73.911500054
40.8829288054,-73.911500054
40.8829288054,-73.911500054
40.8829288054,-73.911500054
40.8829288054,-73.911500054
40.8829288054,-73.911500054
40.8829288054,-73.911500054
40.8836996176,-73.9145512854
40.8836996176,-73.9145512854
40.8836996176,-73.9145512854
40.8836996176,-73.9145512854
40.8836996176,-73.9145512854
40.8836996176,-73.9145512854
40.8836996176,-73.9145512854
40.8836996176,-73.9145512854
40.8836996176,-73.9145512854
40.8836996176,-73.9145512854
40.879636162,-73.9203894345
40.879636162,-73.9203894345
40.879636162,-73.9203894345
40.879636162,-73.9203894345
40.879636162,-73.9203894345
40.879636162,-73.9203894345
40.8799623014,-73.91969834689999
40.8799623014,-73.91969834689999
40.8799623014,-73.91969834689999
40.8799623014,-73.91969834689999
40.8799623014,-73.91969834689999
40.8799623014,-73.91969834689999
40.8799623014,-73.91969834689999
40.881779950100004,-73.920658091
40.881779950100004,-73.920658091
40.881779950100004,-73.920658091
40.881779950100004,-73.920658091
40.881779950100004,-73.920658091
40.881779950100004,-73.920658091
40.881779950100004,-73.920658091
40.8826176657,-73.92151416850001
40.8826176657,-73.92151416850001
40.8826176657,-73.92151416850001
40.8826176657,-73.92151416850001
40.8826176657,-73.92151416850001
40.8826176657,-73.92151416850001
40.8826176657,-73.92151416850001
40.8826176657,-73.92151416850001
40.8826176657,-73.92151416850001
40.8826176657,-73.92151416850001
40.8826176657,-73.92151416850001
40.883100409899995,-73.9210434684
40.883100409899995,-73.9210434684
40.883100409899995,-73.9210434684
40.8820031916,-73.9220103306
40.8820031916,-73.9220103306
40.8820031916,-73.9220103306
40.8820031916,-73.9220103306
40.8820031916,-73.9220103306
40.8820031916,-73.9220103306
40.8820031916,-73.9220103306
40.8820031916,-73.9220103306
40.8820031916,-73.9220103306
40.8809769867,-73.9184856707
40.8819560481,-73.9173706426
40.8825706869,-73.9171311991
40.8825706869,-73.9171311991
40.8830450799,-73.9165230554
40.8830450799,-73.9165230554
40.8830450799,-73.9165230554
40.8830450799,-73.9165230554
40.8823115575,-73.9194134346
40.8823115575,-73.9194134346
40.8823115575,-73.9194134346
40.8823115575,-73.9194134346
40.8823115575,-73.9194134346
40.8823115575,-73.9194134346
40.8860456281,-73.9065665518
40.8860456281,-73.9065665518
40.8872609415,-73.9058487544
40.8872609415,-73.9058487544
40.8872609415,-73.9058487544
40.8872609415,-73.9058487544
40.8872609415,-73.9058487544
40.8877651686,-73.9048787807
40.8877651686,-73.9048787807
40.8877651686,-73.9048787807
40.8881189731,-73.9045636251
40.8881189731,-73.9045636251
40.8881189731,-73.9045636251
40.8881189731,-73.9045636251
40.8881189731,-73.9045636251
40.8881189731,-73.9045636251
40.8881189731,-73.9045636251
40.8881189731,-73.9045636251
40.8881189731,-73.9045636251
40.8881189731,-73.9045636251
40.885039933099996,-73.9085715018
40.885039933099996,-73.9085715018
40.885039933099996,-73.9085715018
40.8840850799,-73.9089489247
40.8840850799,-73.9089489247
40.8840850799,-73.9089489247
40.8840850799,-73.9089489247
40.8840850799,-73.9089489247
40.883963360500005,-73.911249143
40.883963360500005,-73.911249143
40.883963360500005,-73.911249143
40.8842851529,-73.9121166615
40.8842851529,-73.9121166615
40.8842851529,-73.9121166615
40.8841970609,-73.91177321560001
40.8841970609,-73.91177321560001
40.8841970609,-73.91177321560001
40.8841970609,-73.91177321560001
40.884442508,-73.913317118
40.884442508,-73.913317118
40.8845573433,-73.9127311009
40.885915545,-73.9086426284
40.8855777021,-73.9083320718
40.8855777021,-73.9083320718
40.8864475866,-73.911618333
40.8864475866,-73.911618333
40.8864475866,-73.911618333
40.8864475866,-73.911618333
40.8864475866,-73.911618333
40.8864475866,-73.911618333
40.8864475866,-73.911618333
40.8864475866,-73.911618333
40.8864475866,-73.911618333
40.8881719555,-73.9089939604
40.8881719555,-73.9089939604
40.8881719555,-73.9089939604
40.8881719555,-73.9089939604
40.8881719555,-73.9089939604
40.887063877399996,-73.9099828096
40.887063877399996,-73.9099828096
40.8872787369,-73.910980704
40.8872787369,-73.910980704
40.8872787369,-73.910980704
40.903117863,-73.9003639029
40.903117863,-73.9003639029
40.903117863,-73.9003639029
40.903117863,-73.9003639029
40.903117863,-73.9003639029
40.903117863,-73.9003639029
40.903117863,-73.9003639029
40.903117863,-73.9003639029
40.903117863,-73.9003639029
40.903117863,-73.9003639029
40.9020554075,-73.9000580151
40.9020554075,-73.9000580151
40.9020554075,-73.9000580151
40.9020554075,-73.9000580151
40.9054170001,-73.8993222045
40.9057002523,-73.8968364728
40.9057002523,-73.8968364728
40.9057002523,-73.8968364728
40.9057002523,-73.8968364728
40.9057002523,-73.8968364728
40.9058073788,-73.9000523729
40.9058073788,-73.9000523729
40.9085685235,-73.8969297002
40.9085685235,-73.8969297002
40.912744954699996,-73.9021295245
40.912744954699996,-73.9021295245
40.912744954699996,-73.9021295245
40.8854671873,-73.91453816399999
40.8854671873,-73.91453816399999
40.8854671873,-73.91453816399999
40.8854671873,-73.91453816399999
40.8854671873,-73.91453816399999
40.8854671873,-73.91453816399999
40.8854671873,-73.91453816399999
40.8866600124,-73.9130465997
