Lat,Long,B,Block,Lot,TaxClass,2010,2011,2012,2013,2014,2015,2016,Change,Percent_Change
40.8209906113,-73.9065097596,2.0,2637.0,1028.0,1A,112381.0,113392.0,119861.0,126660.0,151992.0,182390.0,186436,74055.0,65.8963703829
40.8209906113,-73.9065097596,2.0,2637.0,1029.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1030.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1031.0,1A,112381.0,113392.0,119861.0,126660.0,151992.0,182390.0,186436,74055.0,65.8963703829
40.8209906113,-73.9065097596,2.0,2637.0,1032.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1033.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1034.0,1A,112381.0,113392.0,119861.0,126660.0,151992.0,182390.0,186436,74055.0,65.8963703829
40.8209906113,-73.9065097596,2.0,2637.0,1035.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1036.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1037.0,1A,112381.0,113392.0,119861.0,126660.0,151992.0,182390.0,186436,74055.0,65.8963703829
40.8209906113,-73.9065097596,2.0,2637.0,1038.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1039.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1040.0,1A,112381.0,113392.0,119861.0,126660.0,151992.0,182390.0,186436,74055.0,65.8963703829
40.8209906113,-73.9065097596,2.0,2637.0,1041.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1042.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1043.0,1A,112381.0,113392.0,119861.0,126660.0,151992.0,182390.0,186436,74055.0,65.8963703829
40.8209906113,-73.9065097596,2.0,2637.0,1044.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1045.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1046.0,1A,112381.0,113392.0,119861.0,126660.0,151992.0,182390.0,186436,74055.0,65.8963703829
40.8209906113,-73.9065097596,2.0,2637.0,1047.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1048.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1049.0,1A,112381.0,113392.0,119861.0,126660.0,151992.0,182390.0,186436,74055.0,65.8963703829
40.8209906113,-73.9065097596,2.0,2637.0,1050.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1051.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1052.0,1A,112381.0,113392.0,119861.0,126660.0,151992.0,182390.0,186436,74055.0,65.8963703829
40.8209906113,-73.9065097596,2.0,2637.0,1053.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1054.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1055.0,1A,112381.0,113392.0,119861.0,126660.0,151992.0,182390.0,186436,74055.0,65.8963703829
40.8209906113,-73.9065097596,2.0,2637.0,1056.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1057.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
